	GSM4455458	GSM4455459	GSM4455460	GSM4455461	GSM4455462	GSM4455463	GSM4455464	GSM4455465	GSM4455466
LOC105372545	0	0	0	0	0	0	0	0	0
PCSK2	0	0	0	0	0	0	3	1	1
LOC105372546	0	0	0	0	0	0	0	0	0
BFSP1	1	43	8	34	38	65	12	51	32
DSTN	527	1789	845	1928	1409	1936	1944	1302	1404
RRBP1	3661	4948	2892	5534	3091	4203	3824	5000	3886
BANF2	0	0	0	0	0	0	0	0	0
LOC105372547	0	0	0	1	0	0	0	0	0
LOC107985440	0	0	0	0	0	0	0	0	0
LOC105372548	0	0	0	1	0	0	3	0	0
LOC105372549	1	0	1	0	11	2	1	5	3
SNX5	731	1876	1101	2066	1725	1932	1657	1178	1770
SNORD17	5	23	18	12	9	14	4	15	7
MGME1	811	554	517	865	827	432	594	299	498
OVOL2	0	0	0	0	0	0	0	0	0
PET117	22	139	20	108	73	183	212	134	136
KAT14	43	342	58	348	239	769	929	416	403
LOC105372551	0	0	0	0	0	0	0	0	0
ZNF133	50	151	82	149	148	415	482	288	239
ZNF133-AS1	0	4	0	2	3	16	11	3	6
LOC107985418	1	0	0	0	0	0	0	0	0
LINC00851	0	0	0	0	0	0	0	0	0
DZANK1	20	66	35	83	111	127	92	64	76
POLR3F	294	555	226	667	443	437	555	230	304
MIR3192	1	2	0	0	0	1	1	0	0
RBBP9	229	346	221	470	364	384	840	168	290
SEC23B	2687	1577	1174	1782	1407	1379	2314	813	1352
SMIM26	848	580	538	643	603	719	719	633	490
DTD1	203	492	214	454	402	628	443	430	388
DTD1-AS1	0	0	0	0	0	1	3	4	0
LOC107985399	0	9	4	11	10	28	2	7	7
LINC00652	2	5	5	11	5	18	15	6	8
LCDR	17	85	39	104	44	196	168	71	77
SCP2D1-AS1	0	0	0	0	0	0	0	0	0
SCP2D1	0	0	0	0	0	0	0	0	0
LOC102724734	0	0	0	0	0	0	1	0	0
LOC107985442	0	0	0	0	0	0	2	0	0
LOC101929547	0	3	3	3	6	7	4	0	3
SLC24A3	65	70	60	87	55	283	43	47	80
SLC24A3-AS1	1	2	1	1	13	2	5	2	2
LOC107987276	1	6	5	17	9	5	2	3	12
RIN2	297	3421	594	1522	1486	442	288	206	1805
NAA20	358	925	477	859	537	725	1014	430	733
LOC105372553	4	48	17	28	26	54	50	45	38
CRNKL1	1488	1289	1215	1330	1735	1031	992	621	821
CFAP61	3	0	3	1	2	0	2	0	0
LOC105372554	0	0	0	0	0	0	0	0	0
LOC107985413	0	0	1	1	0	0	1	0	0
CFAP61-AS1	1	0	1	2	1	1	2	0	1
INSM1	1	0	0	3	0	5	18	0	3
RALGAPA2	6575	1397	2710	1763	2458	1705	1548	589	1410
LOC105372555	98	0	15	0	1	1	1	0	0
LINC00237	0	1	0	1	0	2	0	0	2
KIZ	208	429	220	672	665	987	811	394	564
KIZ-AS1	0	4	0	9	2	17	5	3	5
XRN2	10652	4922	5848	6304	5369	3204	2843	2131	3566
NKX2-4	0	0	0	0	0	0	0	0	0
LOC105372558	1	0	1	0	0	0	1	1	0
LOC112268271	0	0	1	0	1	0	6	1	0
NKX2-2	0	0	0	0	0	0	1	0	0
LINC01727	0	0	1	2	0	3	13	3	3
LINC01726	0	0	0	5	0	7	22	2	6
PAX1	0	0	0	0	3	1	2	0	1
LINC01432	0	0	0	0	0	0	1	0	0
LOC105372560	0	0	0	0	0	0	0	0	0
LOC105372561	0	0	0	0	0	0	0	0	0
LINC01427	0	0	0	0	0	0	0	0	0
LOC284788	0	0	0	0	0	0	0	0	0
LOC105372562	0	0	0	0	0	0	0	0	0
LOC105372563	0	0	0	0	0	0	1	0	0
LOC105372564	0	0	0	0	0	0	0	0	0
LINC00261	1	0	0	0	0	1	7	1	0
FOXA2	0	0	0	0	0	0	3	0	1
LNCNEF	0	0	0	0	0	0	0	0	0
LINC01747	0	0	0	0	0	0	0	0	0
LOC105372567	0	0	0	0	0	0	0	0	0
LOC105372568	0	0	0	0	0	0	0	0	0
LOC107985449	4	3	1	0	0	4	2	4	4
LOC101929707	175	9	53	4	29	1	0	1	2
LOC105372569	1	0	0	0	0	0	0	0	0
SSTR4	0	0	0	0	0	0	0	0	0
THBD	1351	2746	691	2897	2112	609	537	135	1436
CD93	14166	30378	2202	21177	4642	3101	1967	1092	6498
LINC00656	2	7	2	38	9	13	2	8	40
LOC100505664	0	5	16	8	2	1	1	3	3
NXT1-AS1	2	10	5	13	18	16	2	8	12
LOC105372571	0	6	5	5	29	10	25	2	6
NXT1	264	760	397	902	1938	761	693	429	780
LINC01431	9	22	12	15	20	39	26	17	21
GZF1	1928	2065	2364	4595	3089	1875	751	524	3236
NAPB	769	600	707	740	618	643	701	210	499
CSTL1	0	0	0	0	0	0	0	3	0
CST11	0	0	0	0	0	0	0	0	0
CST8	0	0	0	0	0	0	0	0	0
CST13P	0	0	0	0	0	0	0	0	0
CST9L	0	0	0	0	0	0	0	0	0
CST9	0	0	0	0	0	0	0	0	0
CST3	906	8306	3311	11300	14425	7648	1083	5445	16022
LOC107985383	0	0	0	3	0	1	0	0	0
LOC105372573	0	0	0	0	0	0	0	0	0
CST4	0	0	0	0	0	0	0	0	0
LOC105372574	0	0	0	0	0	0	0	0	0
CST1	0	0	0	1	0	0	0	0	0
LOC107985432	0	0	0	0	0	0	0	1	0
LOC105372575	0	0	0	0	0	0	3	0	0
CST2	0	0	0	0	0	0	0	0	0
CST5	0	0	0	0	0	0	0	1	14
GGTLC1	71	9	22	9	13	12	14	12	6
LOC107985438	1	3	1	4	2	10	5	7	3
WAKMAR1	0	0	0	0	0	0	2	1	0
LINC01721	1	2	0	0	0	1	1	0	0
LOC105372577	0	0	0	0	0	0	1	0	0
LOC105372585	0	0	0	0	0	0	0	0	0
SYNDIG1	0	0	0	0	0	0	6	0	1
LOC107985402	6	1	3	2	3	3	4	1	2
LINC02967	570	85	1150	69	138	8	29	7	4
CST7	43321	4289	11794	3970	3786	5068	2976	2295	1922
APMAP	18619	3787	6511	3679	3149	3088	2807	1397	2213
ACSS1	459	1131	489	1851	1439	2573	1691	2099	2225
VSX1	0	0	2	3	1	4	5	2	0
LOC284798	0	1	1	0	2	10	8	6	7
LOC101926889	0	1	0	1	0	2	2	0	0
ENTPD6	106	1031	382	1339	1438	1755	1189	1396	1533
LOC105372579	1	5	8	20	41	11	6	8	20
PYGB	516	2111	1173	2562	1835	3573	2217	2209	2902
ABHD12	125	1196	360	1146	774	822	1883	580	820
LOC105372581	0	3	0	0	0	2	4	1	1
GINS1	29	93	30	37	10	64	136	86	34
NINL	2	43	4	111	27	174	133	54	28
NANP	22	293	91	382	107	170	169	57	167
ZNF337-AS1	22	99	19	85	61	190	188	92	127
ZNF337	113	878	211	904	644	1512	1450	657	947
LOC107985400	1	1	4	11	5	17	19	9	7
LOC105372582	0	2	3	2	3	9	12	7	5
FAM182B	0	7	15	19	3	7	7	9	7
LOC101926935	1	7	6	12	11	13	16	10	6
LINC01733	0	0	0	0	0	0	2	1	0
LOC100134868	4	15	16	48	20	37	62	53	34
FAM182A	0	4	5	9	2	4	5	8	4
NCOR1P1	1	0	0	0	0	0	0	0	0
MIR663AHG	0	3	1	0	3	4	20	9	1
MIR663A	0	0	0	1	8	0	2	3	2
FRG1CP	125	515	133	664	320	645	559	698	540
FRG1DP	8	12	3	10	12	11	16	14	11
LOC105379476	3	2	0	0	2	1	1	0	1
FRG2EP	0	1	0	0	2	0	0	0	0
LOC105379477	7	6	8	14	23	32	28	15	14
FRG1EP	66	56	27	52	69	87	76	73	48
FAM242B	0	0	0	0	0	1	0	0	0
LINC01597	0	4	1	1	1	11	11	3	5
LOC107985433	0	7	2	12	3	20	31	13	14
LOC105372586	0	0	0	0	0	0	1	0	1
FAM242A	0	0	0	0	0	0	0	0	0
FRG1BP	173	390	106	304	293	500	556	389	333
MLLT10P1	0	11	0	3	3	16	14	4	9
LOC105379481	30	17	28	42	93	13	14	97	27
LOC107987280	0	0	0	1	0	0	1	0	1
ANKRD20A21P	4	1	2	3	4	3	2	5	1
DEFB115	0	0	0	0	0	0	0	0	0
DEFB116	0	0	0	0	0	0	0	0	0
DEFB118	0	0	0	0	0	1	4	0	0
DEFB119	0	0	0	0	0	0	0	0	0
DEFB121	0	0	0	0	0	0	0	0	0
DEFB122	0	0	2	0	0	0	1	0	0
DEFB123	0	0	0	0	0	0	0	0	0
DEFB124	0	0	0	0	0	0	0	0	0
REM1	0	1	0	0	0	0	1	0	0
LINC00028	0	0	0	0	1	0	1	0	0
HM13	4020	3822	2629	3561	3439	2476	5159	3078	3076
HM13-AS1	32	72	39	86	52	103	88	40	88
LOC107985416	17	16	25	55	62	33	26	129	54
LOC105372588	1	1	4	2	4	4	0	0	3
ID1	75	104	50	52	217	57	12	39	48
MIR3193	0	0	0	0	0	0	0	0	0
COX4I2	0	0	1	0	0	1	0	0	0
BCL2L1	2247	1231	1221	1225	1393	1938	2390	1231	1436
BCL2L1-AS1	5	11	5	13	13	40	63	14	29
ABALON	543	303	327	280	328	355	401	114	302
TPX2	485	436	225	248	50	202	387	250	110
MYLK2	0	2	1	1	1	0	0	0	0
FOXS1	0	0	0	0	0	0	0	0	0
DUSP15	0	0	0	0	0	1	12	0	0
TTLL9	3	6	13	17	12	8	17	2	3
PDRG1	155	306	337	468	449	231	395	252	185
XKR7	7	15	30	24	24	13	2	1	26
CCM2L	21	26	82	10	10	1	1	2	2
HCK	38925	10630	17194	7761	9103	3686	2388	2466	9447
TM9SF4	1736	3196	2846	3404	1834	2486	2187	1136	2974
LOC107985403	100	224	197	207	146	174	128	91	183
TSPY26P	2	12	10	26	39	14	8	7	25
PLAGL2	1038	2500	932	1201	4481	1736	1652	592	2798
POFUT1	293	967	320	796	381	965	1166	426	960
MIR1825	3	22	6	19	9	28	39	14	19
KIF3B	450	1478	663	1179	836	1429	1947	1014	1230
ASXL1	1763	4620	1501	5121	4586	6045	4908	2616	3754
NOL4L	359	2703	647	2085	1833	4559	1557	1059	2544
LOC101929698	3	38	7	124	36	121	82	42	66
LOC105372592	0	7	3	4	5	7	7	15	8
NOL4L-DT	0	0	0	0	1	0	1	0	1
C20orf203	1	2	3	9	4	12	8	11	5
COMMD7	817	1400	572	1128	1023	1539	1319	1315	1245
DNMT3B	9	31	19	24	17	55	58	20	19
MAPRE1	11746	8179	6957	6470	8382	4518	5071	1857	4689
EFCAB8	137	251	292	413	359	871	780	329	565
SUN5	0	0	0	0	0	0	0	0	0
BPIFB2	0	0	0	0	0	0	0	0	0
BPIFB6	0	0	0	0	0	0	0	0	0
BPIFB3	0	2	0	0	0	6	0	1	3
BPIFB4	0	0	0	0	0	0	2	0	0
LOC105372714	0	0	0	0	0	0	0	0	0
BPIFA2	0	0	0	0	0	0	2	0	0
BPIFA4P	0	0	0	0	0	0	0	0	0
BPIFA3	0	0	0	0	0	0	0	0	0
BPIFA1	0	0	0	0	0	0	0	0	0
LOC105372593	0	0	0	0	0	0	0	0	0
BPIFB1	0	0	0	0	0	1	0	0	0
LOC105372594	0	1	0	1	0	1	1	0	4
CDK5RAP1	149	743	191	795	675	862	850	763	656
SNTA1	22	120	31	139	117	149	177	226	122
CBFA2T2	242	793	331	1320	839	2114	1559	897	1454
NECAB3	20	105	100	188	203	225	233	245	202
C20orf144	0	1	1	4	2	4	1	3	2
ACTL10	2	1	4	22	14	31	28	40	33
E2F1	95	242	462	275	84	231	720	360	216
PXMP4	21	172	32	112	68	233	361	225	133
ZNF341	178	127	50	153	172	248	173	156	231
ZNF341-AS1	7	2	16	5	23	4	15	3	21
CHMP4B	7370	9342	7263	5832	6415	4072	4617	2435	5165
RALY-AS1	13	17	8	12	13	24	15	15	14
RALY	4427	4428	4290	4533	5383	4430	3620	3357	4167
MIR4755	0	0	0	0	2	7	4	23	1
EIF2S2	2428	2340	1968	2258	1728	2353	4930	2713	2058
ASIP	0	2	1	3	3	1	1	8	3
AHCY	271	1073	617	1033	1043	912	1215	997	911
LOC107985381	13	45	40	69	70	56	46	52	35
ITCH	3756	4528	3597	5054	4010	3452	2919	1540	2854
MIR644A	0	10	3	4	0	2	9	1	2
DYNLRB1	2132	1869	1105	1304	1039	1932	2318	1578	1443
MAP1LC3A	210	200	228	101	558	64	81	100	76
PIGU	53	163	77	205	160	333	422	325	219
LOC105372599	1	1	1	0	2	0	0	0	2
TP53INP2	629	2033	1971	1294	4775	1092	390	238	1697
NCOA6	1957	2501	1163	3172	1641	2243	2226	826	1636
HMGB3P1	0	0	0	0	1	0	0	1	1
GGT7	18	314	67	418	408	972	697	429	607
ACSS2	2321	536	548	761	933	778	484	532	1163
GSS	215	509	264	651	570	918	1028	805	688
MYH7B	38	62	47	88	126	161	119	125	74
LOC107985393	9	11	7	17	16	57	29	38	21
MIR499A	0	0	2	0	3	1	2	0	2
MIR499B	0	0	0	0	2	1	2	0	1
TRPC4AP	3633	4910	3852	5581	4079	4224	3307	2164	4245
MMP24-AS1-EDEM2	1401	559	722	630	604	655	855	592	618
EDEM2	1395	509	645	528	496	601	810	523	548
PROCR	4	22	9	40	44	72	191	63	39
MMP24	156	282	222	267	301	307	265	238	232
MMP24OS	1316	1496	1074	1121	1002	1224	988	975	1085
EIF6	1248	1330	1179	1342	1405	1299	1754	1278	1179
FAM83C-AS1	0	0	0	2	1	0	0	1	1
FAM83C	0	0	0	0	1	0	1	0	0
UQCC1	119	191	167	460	327	433	726	283	371
GDF5-AS1	1	1	1	1	0	1	0	0	1
GDF5	1	2	2	2	1	1	0	0	1
MIR1289-1	0	0	0	2	0	0	1	0	0
CEP250	416	1112	299	1539	1210	1985	1687	836	1237
CEP250-AS1	56	83	36	128	77	134	104	67	70
C20orf173	0	1	1	6	5	7	6	4	2
ERGIC3	950	2489	1136	2357	2356	2673	2832	2882	2083
FER1L4	12	47	20	7	17	35	15	70	20
SPAG4	14	92	53	127	83	80	16	28	42
CPNE1	3316	1899	1594	2285	2987	4380	4449	2039	2319
RBM12	2043	3407	1704	2823	3555	3008	2539	1126	2431
NFS1	122	217	68	144	358	363	420	260	260
ROMO1	355	324	201	220	320	252	375	522	275
RBM39	10040	13124	6201	14230	26957	11278	9739	6609	8431
PHF20	1287	2873	3663	4310	2241	2789	2368	2268	2219
SCAND1	772	837	547	1136	928	955	793	1410	877
CNBD2	10	17	23	69	32	28	15	14	19
NORAD	4078	11030	6713	12878	6012	12181	8657	3934	8888
EPB41L1	3	4	4	12	3	8	22	5	2
EPB41L1-AS1	0	0	0	0	0	1	0	0	0
LOC105372602	0	1	1	2	2	0	1	0	1
AAR2	429	878	238	876	680	871	1231	515	806
DLGAP4	1401	1379	841	1173	1305	2013	3595	965	1699
DLGAP4-AS1	0	7	3	13	15	31	48	37	12
MYL9	110	1325	2027	1316	121	3131	133	2156	1222
TGIF2	255	1429	1141	1580	3373	1125	2420	672	977
TGIF2-RAB5IF	3539	1253	3920	1702	3046	770	996	745	1253
LOC107985397	0	6	16	15	32	14	15	19	16
RAB5IF	3764	1244	4560	1934	3353	764	960	782	1443
SLA2	817	5326	3661	6243	1945	2379	1764	1161	1642
NDRG3	1301	669	334	1056	948	1586	1053	784	1025
DSN1	88	245	122	247	236	336	600	343	211
SOGA1	29	235	78	524	534	599	454	156	680
TLDC2	355	635	787	833	669	1347	354	493	1722
SAMHD1	4741	8180	9190	11863	9946	16962	5009	11433	23623
RBL1	314	611	252	985	399	817	732	359	517
MROH8	86	162	79	143	106	130	156	62	98
RPN2	2818	6893	2971	5411	3524	5504	8703	5691	4624
GHRH	0	1	0	2	1	1	0	1	0
MANBAL	176	277	187	221	240	328	587	244	298
LOC105372606	0	3	0	4	1	2	1	1	8
SRC	197	11717	1686	3821	2758	1567	2360	498	3067
BLCAP	655	1359	489	1237	1201	2008	2038	1337	1395
NNAT	8	38	13	54	161	28	16	13	22
LINC01746	0	0	0	0	0	0	2	0	0
LINC00489	0	0	0	0	0	0	0	0	0
LOC100287792	21	19	14	20	25	20	27	38	22
LOC105372609	0	0	0	0	0	0	0	0	0
CTNNBL1	1095	1211	711	1154	1158	1277	1275	1055	1434
VSTM2L	0	2	6	5	0	6	12	35	11
TTI1	197	538	225	569	455	708	802	363	428
RPRD1B	800	1101	669	1133	1595	1209	1286	440	967
TGM2	41	668	561	162	399	113	1823	44	396
LOC107987281	0	0	0	0	0	0	0	0	1
KIAA1755	0	0	7	0	2	0	1	0	1
LOC149684	0	1	0	2	0	0	1	0	0
BPI	8367	3271	1556	169	70	93	213	21	121
LBP	1	0	0	0	1	1	1	0	0
SNHG17	101	411	93	487	546	455	387	434	310
SNORA71B	1	15	0	7	4	18	9	2	8
SNORA71A	0	8	0	7	8	6	5	3	8
SNORA71C	0	4	0	4	4	12	2	4	7
SNORA71D	1	1	1	0	1	0	0	1	0
SNHG11	13	93	38	75	88	186	219	167	100
SNORA71E	1	3	1	0	0	5	5	0	2
SNORA60	0	0	0	0	0	1	4	0	0
RALGAPB	1467	2594	1536	3574	2734	2668	2735	982	2139
MIR548O2	0	0	0	0	0	0	0	0	0
ADIG	0	0	0	2	0	3	0	0	0
ARHGAP40	0	0	1	0	0	0	0	0	0
SLC32A1	1	3	0	4	17	3	0	1	12
ACTR5	54	302	76	351	374	607	380	285	327
PPP1R16B	546	12718	3090	13841	3756	4288	8227	1324	2949
FAM83D	27	87	30	120	55	85	59	49	54
DHX35	125	462	110	388	327	411	382	166	323
LOC107985448	1	2	0	2	3	0	1	4	1
LINC01734	0	2	0	0	0	0	0	0	0
LOC102724950	0	0	0	0	1	1	0	0	0
LOC105372614	0	4	0	2	3	10	2	3	3
LOC105372613	0	1	0	0	0	0	0	0	1
LINC01370	0	0	0	0	0	0	0	0	0
LOC105372616	0	0	0	0	0	0	0	0	0
LOC105372617	0	1	0	2	1	3	0	0	3
LOC105372618	0	0	8	2	3	0	0	1	2
LOC107985446	1	1	17	2	1	1	0	1	2
LOC102724968	0	5	2	7	5	2	0	2	14
LOC107985435	0	0	0	1	0	2	0	0	9
LOC105372620	0	0	2	0	0	0	0	2	2
MAFB	1828	11615	3903	11050	8981	5494	2161	3469	22964
LOC101927098	0	1	0	0	0	5	0	3	0
SNORD154	0	0	0	0	0	0	0	0	0
LOC100128988	0	0	0	0	0	0	4	0	4
LOC105372621	0	0	4	2	2	0	0	1	0
TOP1	4144	3979	10029	4145	10593	3523	4478	3545	3619
PLCG1-AS1	415	474	1020	447	1069	409	440	237	351
PLCG1	87	3187	548	3406	2562	7333	3544	3259	3400
MIR6871	0	5	1	4	3	3	3	1	3
ZHX3	140	201	100	380	255	660	304	203	346
LPIN3	2	10	2	7	8	18	33	12	10
EMILIN3	0	2	0	0	0	4	5	3	2
CHD6	545	2774	914	4406	2376	3045	2156	2759	2014
LOC101927182	0	0	0	0	0	0	1	0	0
LOC105372622	0	0	0	0	0	0	0	0	0
PTPRT	0	0	0	0	0	0	5	0	1
LOC105372624	0	0	0	1	0	0	1	0	0
LOC101927159	0	0	0	0	0	1	0	0	0
LOC105372623	0	0	0	0	0	0	0	0	0
PTPRT-AS1	0	0	0	0	0	0	0	0	0
SRSF6	2728	8559	3324	8422	13025	10540	7291	4427	8433
L3MBTL1	36	98	40	130	96	157	86	49	101
SGK2	2	2	2	6	6	13	40	7	14
IFT52	277	407	298	482	499	497	569	262	371
MYBL2	251	1363	621	308	97	515	558	904	167
GTSF1L	1	2	0	0	2	11	29	10	4
LOC101927200	1	3	1	3	3	10	39	13	10
LOC107985441	1	2	1	2	1	16	44	8	8
LOC105372625	1	0	0	0	0	0	0	0	0
LINC01728	0	0	0	0	0	0	1	0	0
TOX2	20	234	37	113	34	129	462	79	73
JPH2	1	0	1	0	0	1	1	0	0
OSER1	3916	2549	3451	2477	6562	3192	1476	1314	2621
OSER1-DT	50	37	87	67	102	159	274	224	89
GDAP1L1	0	1	1	2	0	2	7	3	2
FITM2	8	91	35	128	111	299	232	137	167
R3HDML	0	0	0	0	0	0	1	0	0
R3HDML-AS1	0	0	0	1	0	0	2	0	0
HNF4A	0	0	0	0	0	1	3	0	1
HNF4A-AS1	0	0	0	0	0	0	0	0	0
MIR3646	0	0	0	0	0	0	0	0	0
LINC01430	0	0	2	1	1	0	1	0	0
LINC01620	0	1	0	0	0	1	1	0	1
TTPAL	358	994	491	775	709	870	1299	447	620
SERINC3	6018	4483	4077	5218	5209	4576	5255	1822	4148
PKIG	45	327	166	165	161	448	783	243	192
ADA	107	4207	222	996	733	2130	1503	1047	901
LINC01260	1	16	14	64	31	97	108	32	25
KCNK15-AS1	0	0	0	0	1	0	2	1	0
CCN5	0	1	1	0	0	1	0	1	0
KCNK15	0	0	0	0	0	0	9	0	0
RIMS4	0	0	1	1	0	0	2	0	1
YWHAB	22133	16277	9246	15104	11162	20626	17126	20204	15898
PABPC1L	222	480	412	517	715	1475	766	581	733
TOMM34	102	319	147	219	323	447	885	249	160
STK4-DT	4	2	4	3	5	1	6	0	1
STK4	7255	13521	9844	16746	10164	13129	10928	4830	10514
KCNS1	17	10	68	26	58	17	25	44	20
WFDC5	0	0	1	0	1	1	0	0	0
WFDC12	0	1	7	3	1	1	0	0	0
LOC101929863	0	1	9	0	4	0	1	0	0
PI3	62	302	2601	130	185	2	151	4	4
LINC02597	19	273	781	143	265	4	17	2	2
SEMG1	0	5	26	7	2	0	2	0	0
SEMG2	0	0	2	2	0	0	0	0	0
LOC105372630	1	1	27	1	1	0	4	0	0
SLPI	408	211	347	25	61	5	19	0	2
MATN4	0	1	4	0	0	0	7	1	1
RBPJL	0	1	0	0	0	0	10	1	0
SDC4	187	1297	288	458	744	154	1524	72	171
SYS1	495	1316	1000	1431	1894	938	1440	570	751
SYS1-DBNDD2	74	260	192	276	317	220	234	121	194
TP53TG5	10	63	40	71	100	42	39	14	42
LOC107985404	2	15	8	23	40	44	47	56	26
DBNDD2	31	164	99	171	168	176	156	92	151
LOC107985405	133	190	107	185	150	114	102	32	101
PIGT	1750	2532	1299	2154	1548	1803	1608	1268	1451
MIR6812	1	4	0	3	4	12	4	8	4
LOC105372631	2	2	1	6	22	19	51	25	19
WFDC2	0	0	0	1	1	1	3	4	3
LOC107987282	0	0	0	0	0	0	0	0	0
SPINT3	0	0	0	0	0	0	0	0	0
WFDC6	0	0	0	0	0	0	0	0	0
EPPIN-WFDC6	0	0	0	0	0	0	1	0	0
EPPIN	0	0	0	0	0	0	1	0	0
WFDC8	0	1	0	0	0	0	0	1	0
WFDC9	0	0	0	0	0	0	1	0	0
WFDC10A	0	0	0	0	0	0	0	0	0
WFDC11	0	0	0	0	0	0	0	0	0
WFDC10B	0	0	0	0	0	6	0	0	1
WFDC13	1	0	1	0	0	0	0	0	0
MIR3617	0	0	0	0	0	1	0	0	0
WFDC3	2	2	2	1	6	6	1	4	2
SPINT4	0	0	0	0	0	0	0	0	0
DNTTIP1	2371	578	1113	680	858	491	638	428	604
UBE2C	223	172	98	81	94	58	216	160	37
TNNC2	13	18	23	29	21	84	4	92	48
SNX21	165	213	99	429	295	332	205	304	263
ACOT8	392	258	136	326	294	349	290	240	291
ZSWIM3	209	36	112	91	172	58	128	45	47
ZSWIM1	109	238	140	255	223	220	376	124	183
SPATA25	11	22	13	51	96	26	48	18	22
NEURL2	3	9	10	21	18	13	19	10	13
CTSA	15326	8098	11624	6546	4512	4927	2763	2805	5431
PLTP	1040	524	750	478	356	468	283	542	504
LOC107985388	74	83	85	122	99	60	43	40	51
PCIF1	3215	2061	1394	2174	1381	1888	1637	990	1435
ZNF335	1166	3319	1715	4194	2626	2707	2004	1527	1898
MMP9	196012	947	18361	408	794	117	7000	25	57
SLC12A5-AS1	24633	138	2817	84	177	36	1649	6	21
SLC12A5	5	5	2	4	9	1	3	2	3
LOC105372632	4	1	1	1	2	4	1	2	1
NCOA5	368	806	517	1465	739	1347	2181	648	935
CD40	69	1242	864	337	1042	409	1963	250	614
CDH22	0	0	2	0	0	0	2	0	1
SLC35C2	1087	1985	1759	2269	1582	2588	2678	2031	2431
ELMO2	7188	2441	7427	2484	2307	2366	2546	851	2435
LOC105372633	48	0	60	1	1	1	2	2	0
ZNF663P	0	0	0	0	0	1	1	0	0
ZNF334	0	1	2	0	5	15	48	9	11
MKRN7P	0	0	0	0	0	0	0	0	0
OCSTAMP	1	0	1	0	2	0	95	0	0
SLC13A3	1	3	3	11	12	20	31	23	12
TP53RK	207	377	89	451	384	547	969	318	354
SLC2A10	1	8	3	3	4	2	14	3	2
EYA2	5	10	12	4	4	23	2	47	5
EYA2-AS1	1	0	0	0	0	0	0	1	0
MIR3616	0	0	0	0	0	0	0	0	0
ZMYND8	807	977	472	1125	1267	2656	1749	1789	1460
LOC100131496	4	3	2	3	2	6	11	4	3
LOC101927377	4	5	5	0	0	2	2	3	5
LINC01754	1	17	0	5	4	18	42	45	4
NCOA3	3098	5651	2512	4138	4587	4302	2676	1785	3570
SULF2	642	5257	2443	8023	5690	3189	1939	1550	7461
LOC107985401	0	1	0	0	0	0	1	0	0
LOC105372636	0	0	0	0	0	0	0	0	0
LOC105376980	0	0	0	0	1	0	0	0	0
LOC105372637	0	0	0	1	0	0	0	1	0
LOC112268266	1	9	0	3	6	7	13	1	5
LINC01522	0	0	0	0	0	0	1	0	0
LINC01523	0	0	0	0	0	0	0	0	0
LOC107985436	0	0	0	0	0	0	1	0	0
LOC107985437	0	0	0	0	0	0	0	0	0
LOC105372639	0	1	0	5	4	1	4	13	2
LOC105372640	0	0	0	0	0	0	0	0	0
LOC105372641	0	0	0	0	0	0	0	0	0
LINC00494	5	74	4	37	45	119	135	69	73
LOC105372643	0	0	0	0	0	0	0	0	0
LOC105372645	0	0	0	0	1	0	0	0	0
LOC107985439	0	0	0	0	0	0	0	0	0
LOC105372647	0	0	0	0	0	0	0	0	0
LOC105372646	0	0	2	0	0	0	1	0	0
PREX1	23860	11300	22039	15591	16843	10602	6015	4402	8963
LOC105372648	2	2	0	0	0	0	1	0	1
ARFGEF2	1070	3730	1896	4531	3491	2478	2583	698	1877
CSE1L-DT	0	1	3	1	0	2	2	2	0
CSE1L	285	1142	404	1225	1103	1394	1545	860	1052
STAU1	4787	3619	2915	3233	3042	2806	3350	1020	2545
DDX27	682	2341	1123	2794	2482	2233	2200	2374	1746
ZNFX1	6434	7010	11598	7184	11253	4772	5746	2502	6492
ZFAS1	4456	2254	2082	2451	4122	2445	3455	2246	1757
SNORD12C	7	6	11	4	36	9	8	16	8
SNORD12B	11	14	24	14	26	26	14	15	25
SNORD12	17	19	9	7	30	31	12	6	22
LOC105372649	5	0	0	1	0	0	2	0	1
KCNB1	2	2	8	0	1	2	4	0	1
PTGIS	0	1	1	1	3	4	5	2	2
LOC101927486	0	0	0	0	0	0	0	0	0
LOC105372651	0	2	0	7	3	10	1	2	0
B4GALT5	13361	11351	18689	4163	4953	1928	2956	508	2183
LOC105372652	6	8	120	3	55	3	4	3	6
SLC9A8	3358	3747	8002	2516	3061	1628	2163	560	1373
MIR12122	13	26	58	8	9	8	10	2	7
SPATA2	560	643	258	608	1343	425	570	159	270
LOC105372653	0	1	1	1	15	3	7	4	1
RNF114	1314	2646	2368	3724	3887	2366	2815	1463	2646
SNAI1	137	176	99	405	2184	354	13	81	943
LOC105372654	0	0	0	0	5	1	0	0	7
TRERNA1	0	1	5	2	1	1	1	0	3
LOC105372655	0	0	0	0	0	0	0	0	0
PEDS1-UBE2V1	1611	2374	1473	2776	1959	2825	2705	1409	1989
UBE2V1	1589	2268	1433	2608	1962	2734	2509	1376	1892
PEDS1	434	1345	570	1931	1324	1242	1696	685	1027
LINC01275	1	0	2	1	2	3	3	2	0
LINC01273	0	0	1	1	2	0	3	0	1
CEBPB-AS1	1867	666	2243	2957	3564	444	438	626	3586
CEBPB	13916	4235	6087	7701	10248	3235	3360	2852	10970
