significant_drug	CMAP	LINCS	Cor	occurrence	clinical_phase	moa	target	disease_area	indication
naproxen	0	0	2	2	Launched	cyclooxygenase inhibitor	PTGS1|PTGS2	neurology/psychiatry|rheumatology|dental|otolaryngology|endocrinology	pain relief|rheumatoid arthritis|headache|toothache|backache|muscle pain|common cold|fever
nelfinavir	0	0	2	2	Launched	HIV protease inhibitor	CYP1A2|CYP2B6|CYP2C19|CYP2C9|CYP2D6|CYP3A4|CYP3A7	infectious disease	human immunodeficiency virus (HIV-1)
nicergoline	0	0	2	2	Launched	adrenergic receptor antagonist	ADRA1A	rheumatology|neurology/psychiatry|cardiology|hematology	Raynaud's disease|migraine headache|atherosclerosis|thrombosis
nimesulide	0	0	2	2	Launched	cyclooxygenase inhibitor	LTF|PLA2G2E|PTGS1|PTGS2	rheumatology|obstetrics/gynecology	osteoarthritis|menstrual pain
nitrendipine	0	0	2	2	Launched	calcium channel blocker	CACNA1D|CACNA2D1|KCNN4	cardiology	hypertension
norgestimate	0	1	1	2	Launched	progesterone receptor agonist	ESR1|PGR	endocrinology	contraceptive
noscapine	0	1	1	2	Launched	bradykinin receptor antagonist|tubulin polymerization inhibitor	SIGMAR1	pulmonary	cough suppressant
oxybenzone	0	0	2	2	Launched	lipase inhibitor	LIPE	dermatology	sunscreen lotion
palbociclib	0	0	2	2	Launched	CDK inhibitor	CDK4|CDK6	oncology	breast cancer
pantoprazole	0	0	2	2	Launched	ATPase inhibitor	ATP4A	gastroenterology	gastroesophageal reflux disease (GERD)|erosive esophagitis (EE)|Zollinger-Ellison syndrome
pazopanib	0	0	2	2	Launched	KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor	CSF1R|FGF1|FGFR1|FGFR3|FLT1|FLT4|ITK|KDR|KIT|PDGFRA|PDGFRB|SH2B3	oncology	renal cell carcinoma (RCC)|soft tissue sarcoma (STS)
perhexiline	0	1	1	2	Launched	carnitine palmitoyltransferase inhibitor	CPT1A	cardiology	angina pectoris
phenoxybenzamine	0	0	2	2	Launched	adrenergic receptor antagonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C	cardiology|endocrinology	hypertension|pheochromocytoma
phentolamine	0	0	2	2	Launched	adrenergic receptor antagonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C	endocrinology|cardiology	pheochromocytoma|hypertension
physostigmine	0	1	1	2	Launched	acetylcholinesterase inhibitor|cholinesterase inhibitor	ACHE|BCHE	cardiology|neurology/psychiatry|ophthalmology|gastroenterology	hypotension|Alzheimer's disease|glaucoma|gastroparesis
pinacidil	0	1	1	2	Launched	ATP channel activator|potassium channel activator	ABCC8|ABCC9	cardiology	hypertension
pindolol	0	0	2	2	Launched	adrenergic receptor antagonist	ADRB1|ADRB2|HTR1A|HTR2A|HTR2B	cardiology	hypertension
pioglitazone	0	0	2	2	Launched	insulin sensitizer|PPAR receptor agonist	PPARG|TRPM3	endocrinology	diabetes mellitus
piroxicam	0	0	2	2	Launched	cyclooxygenase inhibitor	PTGS1|PTGS2	rheumatology	osteoarthritis|rheumatoid arthritis
prednisolone	0	1	1	2	Launched	glucocorticoid receptor agonist	NR3C1|NR3C2|SERPINA6	ophthalmology|dermatology|infectious disease	conjunctivitis|rosacea|punctate keratitis|shingles|iritis|cyclitis
prednisone	0	0	2	2	Launched	glucocorticoid receptor agonist	HSD11B1|NR3C1	endocrinology|rheumatology|infectious disease|dermatology|ophthalmology|hematology|gastroenterology|neurology/psychiatry	congenital adrenal hyperplasia|hypercalcemia|rheumatoid arthritis|psoriatic arthritis|ankylosing spondylitis|bursitis|osteoarthritis|epicondylitis|dermatomyositis|psoriasis|mycosis|conjunctivitis|anemia|ulcerative colitis|enteritis|multiple sclerosis|meningitis
probucol	0	0	2	2	Launched	atherogenesis inhibitor	ABCA1|ABCB11|CES1	cardiology	coronary artery disease (CAD)
profenamine	0	0	2	2	Launched	butyrylcholinesterase inhibitor|cholinergic receptor antagonist	CHRM1	neurology/psychiatry	Parkinson's Disease
progesterone	0	0	2	2	Launched	progesterone receptor agonist	CATSPER1|CATSPER2|CATSPER3|CATSPER4|CYP17A1|ESR1|NR3C2|OPRK1|PGR|TRPC5	obstetrics/gynecology|endocrinology	infertility|amenorrhea
propafenone	0	1	1	2	Launched	antiarrhythmic	ADRB1|ADRB2|KCNA5|KCNH2	cardiology	atrial fibrillation (AF)|ventricular tachycardia (VT)|ventricular arrhythmias
propofol	0	0	2	2	Launched	benzodiazepine receptor agonist	FAAH|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|SCN2A|SCN4A	neurology/psychiatry	anesthetic
protriptyline	0	0	2	2	Launched	tricyclic antidepressant	SLC6A2|SLC6A4	neurology/psychiatry	depression
pyrimethamine	0	1	1	2	Launched	dihydrofolate reductase inhibitor	DHFR|SLC47A1	infectious disease	malaria
quinidine	0	1	1	2	Launched	sodium channel blocker	KCNA5|KCNA7|KCNH1|KCNH2|KCNH5|KCNK1|KCNK6|SCN5A|SLC29A4	infectious disease|cardiology	malaria|atrial fibrillation (AF)|ventricular arrhythmias
raltitrexed	0	1	1	2	Launched	thymidylate synthase inhibitor	FPGS|TYMS	oncology	mesothelioma
reboxetine	0	0	2	2	Launched	adrenergic receptor antagonist	SLC6A2	neurology/psychiatry	depression
resveratrol	0	1	1	2	Launched	cytochrome P450 inhibitor|SIRT activator	CSNK2A1|NQO2|PTGS1|PTGS2		
retinol	0	0	2	2	Launched	retinoid receptor ligand	ALDH1A1|ALDH1A2|ALDH1A3|DHRS3|DHRS4|LRAT|NR2C2|RBP1|RBP3|RDH11|RDH12|RDH13|RDH14|RDH5|RDH8|RETSAT|RHO|RLBP1|RXRA|RXRB|RXRG	dermatology	cosmetic|acne vulgaris (AV)|keratosis
rimexolone	0	0	2	2	Launched	glucocorticoid receptor agonist	NR3C1|SERPINA6	ophthalmology	anterior uveitis
risperidone	0	1	1	2	Launched	dopamine receptor antagonist|serotonin receptor antagonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|DRD1|DRD2|DRD3|DRD4|HRH1|HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR2A|HTR2C|HTR6|HTR7	neurology/psychiatry	schizophrenia|bipolar disorder|irritability
ropinirole	0	1	1	2	Launched	dopamine receptor agonist	ADRA2A|ADRA2B|ADRA2C|DRD1|DRD2|DRD3|DRD4|DRD5|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C	neurology/psychiatry	Parkinson's Disease|restless leg syndrome
ruxolitinib	0	1	1	2	Launched	JAK inhibitor	JAK1|JAK2|JAK3|TYK2	hematologic malignancy|hematology	myelofibrosis|polycythemia vera
safinamide	0	0	2	2	Launched	dopamine reuptake inhibitor|glutamate inhibitor|monoamine oxidase inhibitor	MAOB	neurology/psychiatry	Parkinson's Disease
saquinavir	0	0	2	2	Launched	HIV protease inhibitor	CYP3A4	infectious disease	human immunodeficiency virus (HIV-1)
sildenafil	0	1	1	2	Launched	phosphodiesterase inhibitor	PDE5A|PDE6G|PDE6H|SLCO1B1|SLCO1B3	urology	erectile dysfunction
sirolimus	0	1	1	2	Launched	mTOR inhibitor	FKBP1A|MTOR	transplant|pulmonary	organ rejection|lymphangioleiomyomatosis
sorafenib	0	0	2	2	Launched	FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RAF inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor	BRAF|DDR2|FGFR1|FLT1|FLT3|FLT4|KDR|KIT|PDGFRB|RAF1|RET	oncology	renal cell carcinoma (RCC)|thyroid cancer|hepatocellular carcinoma (HCC)
sunitinib	0	0	2	2	Launched	FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor	CSF1R|FGFR1|FLT1|FLT3|FLT4|KDR|KIT|PDGFRA|PDGFRB|RET	oncology	gastrointestinal stromal tumors (GIST)|renal cell carcinoma (RCC)|neuroendocrine tumors of pancreatic origin (PNET)
tamoxifen	0	0	2	2	Launched	estrogen receptor antagonist|selective estrogen receptor modulator (SERM)	EBP|ESR1|ESR2|GPER1|PRKCA|PRKCB|PRKCD|PRKCE|PRKCG|PRKCI|PRKCQ|PRKCZ	oncology	breast cancer
temozolomide	0	1	1	2	Launched	DNA alkylating agent	MGMT	oncology	glioblastoma|astrocytoma
thalidomide	0	0	2	2	Launched	tumor necrosis factor production inhibitor	TNF	oncology	myeloma
thiethylperazine	0	1	1	2	Launched	dopamine receptor antagonist	DRD1|DRD2|DRD4	gastroenterology	nausea
tocainide	0	0	2	2	Launched	sodium channel blocker	SCN5A	cardiology	cardiac arrythmia
tofacitinib	0	0	2	2	Launched	JAK inhibitor	JAK1|JAK2|JAK3	rheumatology	rheumatoid arthritis
toremifene	0	0	2	2	Launched	estrogen receptor antagonist|selective estrogen receptor modulator (SERM)	ESR1	oncology	breast cancer
tranilast	0	1	1	2	Launched	angiogenesis inhibitor	HPGDS|HRH1	pulmonary	asthma
tretinoin	0	0	2	2	Launched	retinoid receptor agonist|retinoid receptor ligand	ALDH1A1|ALDH1A2|GPRC5A|NR0B1|NR2C2|PPARD|RARA|RARB|RARG|RARRES1|RORB|RORC|RXRB|RXRG	hematologic malignancy	acute promyelocytic leukemia (APL)
triamcinolone	0	0	2	2	Launched	glucocorticoid receptor agonist	NR3C1	dermatology	corticosteroid-responsive dermatoses
triamterene	0	0	2	2	Launched	sodium channel blocker	SCNN1A|SCNN1B|SCNN1D|SCNN1G	endocrinology|cardiology	hypokalemia|hypertension|edema
trimipramine	0	1	1	2	Launched	norepinephrine reputake inhibitor|tricyclic antidepressant	SLC6A2|SLC6A3|SLC6A4	neurology/psychiatry	depression
tripelennamine	0	0	2	2	Launched	histamine receptor antagonist	HRH1	pulmonary|allergy	asthma|allergic rhinitis|urticaria
tubocurarine	0	1	1	2	Launched	acetylcholine receptor antagonist	ACHE|CHRNA2|HTR3A|HTR3B|KCNN1|KCNN2|KCNN3|ZACN	neurology/psychiatry	anesthetic
valproic-acid	0	1	1	2	Launched	benzodiazepine receptor agonist|HDAC inhibitor	ABAT|ACADSB|ALDH5A1|HDAC1|HDAC2|HDAC9|OGDH|SCN10A|SCN11A|SCN1A|SCN1B|SCN2A|SCN2B|SCN3A|SCN3B|SCN4A|SCN4B|SCN5A|SCN7A|SCN8A|SCN9A	neurology/psychiatry	epilepsy|seizures|seizures
valsartan	0	1	1	2	Launched	angiotensin receptor antagonist	AGTR1	cardiology	hypertension|congestive heart failure|congestive heart failure
vardenafil	0	0	2	2	Launched	phosphodiesterase inhibitor	PDE5A|PDE6G|PDE6H	urology	erectile dysfunction
vinblastine	0	1	1	2	Launched	microtubule inhibitor|tubulin polymerization inhibitor	JUN|TUBA1A|TUBB|TUBD1|TUBE1|TUBG1	hematologic malignancy|infectious disease|oncology	Hodgkin's lymphoma|true histiocytic lymphoma (THL)|mycosis|small lymphocytic lymphoma (SLL)|testicular carcinoma|Kaposi sarcoma
vinpocetine	0	1	1	2	Launched	phosphodiesterase inhibitor|sodium channel blocker	PDE1A|PDE1C	neurology/psychiatry	stroke|senile dementia
yohimbine	0	0	2	2	Launched	adrenergic receptor antagonist	ADRA2A|ADRA2B|ADRA2C|DRD2|DRD3|HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR2A|HTR2B|HTR2C|HTR5A|HTR7|KCNJ1|KCNJ10|KCNJ11|KCNJ12|KCNJ14|KCNJ15|KCNJ8	cardiology	cardiac arrythmia|bradycardia
zuclopenthixol	0	1	1	2	Launched	dopamine receptor antagonist	ADRA1A|ADRA2A|DRD1|DRD2|DRD5|HRH1|HTR2A	neurology/psychiatry	schizophrenia|bipolar disorder
acepromazine	0	0	1	1	Launched	dopamine receptor antagonist	ADRA1A|ADRA1B|DRD1|DRD2|HTR1A|HTR2A	neurology/psychiatry	sedative
afatinib	0	0	1	1	Launched	EGFR inhibitor	EGFR|ERBB2|ERBB4	oncology	non-small cell lung cancer (NSCLC)
alfuzosin	0	0	1	1	Launched	adrenergic receptor antagonist	ADRA1A|ADRA1B|ADRA1D|SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A	urology	benign prostatic hyperplasia (BPH)
amantadine	0	0	1	1	Launched	glutamate receptor antagonist	DRD2|GRIN2A|GRIN2B|GRIN2C|GRIN2D|GRIN3A	infectious disease|neurology/psychiatry	influenza A virus infection|Parkinson's Disease
amitriptyline	0	0	1	1	Launched	norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI)	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRB1|ADRB2|ADRB3|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|HRH1|HRH2|HRH4|HTR1A|HTR1B|HTR1D|HTR2A|HTR2C|HTR6|HTR7|KCNA1|KCND2|KCND3|KCNQ2|KCNQ3|NTRK1|NTRK2|OPRD1|OPRK1|OPRM1|SIGMAR1|SLC6A2|SLC6A4	neurology/psychiatry	depression
amlexanox	0	0	1	1	Launched	histamine receptor modulator	FGF1|IL3|PDE4A|PDE4B|PDE4C|PDE4D|S100A12|S100A13	dental|pulmonary|ophthalmology|allergy	aphthous ulcers|asthma|conjunctivitis|allergic rhinitis
amlodipine	0	0	1	1	Launched	calcium channel blocker	CACNA1C|CACNA1D|CACNA1F|CACNA1S|CACNA2D1	cardiology	hypertension|chronic stable angina|vasospastic angina|coronary artery disease (CAD)
amsacrine	0	0	1	1	Launched	topoisomerase inhibitor	KCNH2|TOP2A	hematologic malignancy	acute lymphoblastic leukemia (ALL)
anastrozole	0	0	1	1	Launched	aromatase inhibitor	CYP19A1	oncology	breast cancer
aripiprazole	0	0	1	1	Launched	serotonin receptor agonist|serotonin receptor antagonist	ADRA1A|ADRA1B|ADRA2A|ADRA2B|ADRA2C|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD3|DRD4|DRD5|HRH1|HTR1A|HTR1B|HTR1D|HTR1E|HTR2A|HTR2C|HTR3A|HTR6|HTR7	neurology/psychiatry	depression|schizophrenia|bipolar disorder
atomoxetine	0	1	0	1	Launched	norepinephrine transporter inhibitor	GRIN1|GRIN2A|GRIN2B|GRIN2C|GRIN2D|GRIN3A|GRIN3B|SLC6A2|SLC6A3|SLC6A4	neurology/psychiatry	attention-deficit/hyperactivity disorder (ADHD)
atovaquone	0	0	1	1	Launched	mitochondrial electron transport inhibitor		infectious disease	pneumonia
azathioprine	0	0	1	1	Launched	dehydrogenase inhibitor	HPRT1|IMPDH1|PPAT	transplant|rheumatology	renal homotransplantation|rheumatoid arthritis
benzonatate	0	0	1	1	Launched	local anesthetic	SCN5A	pulmonary	cough suppressant
benzydamine	0	0	1	1	Launched	prostanoid receptor antagonist		dental|otolaryngology	mouth inflammation|throat inflammation
betahistine	0	0	1	1	Launched	histamine receptor agonist|histamine receptor antagonist	HRH1|HRH3	neurology/psychiatry	Meniere's disease
betamethasone	0	1	0	1	Launched	glucocorticoid receptor agonist	NR3C1	dermatology	corticosteroid-responsive dermatoses
betaxolol	0	1	0	1	Launched	adrenergic receptor antagonist	ADRB1|ADRB2	ophthalmology	intraocular pressure|glaucoma|ocular hypertension
bicalutamide	0	0	1	1	Launched	androgen receptor antagonist	AR	oncology	prostate cancer
bifemelane	0	0	1	1	Launched	acetylcholine release enhancer	MAOA|MAOB	ophthalmology|neurology/psychiatry	glaucoma|senile dementia
bosutinib	0	0	1	1	Launched	Abl kinase inhibitor|Bcr-Abl kinase inhibitor|SRC inhibitor	ABL1|BCR|CAMK1D|CAMK2G|CDK2|FRK|FYN|HCK|LYN|MAP2K1|MAP2K2|MAP3K2|MAP4K5|SRC|STK10|STK24|STK4|TNK2|TXK	hematologic malignancy	chronic myeloid leukemia (CML)
brimonidine	0	0	1	1	Launched	adrenergic receptor agonist	ADRA2A|ADRA2B|ADRA2C	ophthalmology	intraocular pressure|glaucoma|ocular hypertension
brinzolamide	0	0	1	1	Launched	carbonic anhydrase inhibitor	CA1|CA12|CA14|CA2|CA4|CA5A|CA7	ophthalmology	intraocular pressure|glaucoma|ocular hypertension
buflomedil	0	0	1	1	Launched	adrenergic receptor antagonist|calcium channel blocker	ADRA1A	cardiology	peripheral artery disease (PAD)
cabergoline	0	0	1	1	Launched	dopamine receptor agonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|DRD1|DRD2|DRD3|DRD4|DRD5|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C|HTR7	endocrinology	hyperprolactinemia
caffeine	0	0	1	1	Launched	adenosine receptor antagonist|phosphodiesterase inhibitor	ADORA1|ADORA2A|ADORA2B|ADORA3|ATM|ITPR1|ITPR2|ITPR3|PDE10A|PDE11A|PDE1A|PDE1B|PDE1C|PDE2A|PDE3A|PDE3B|PDE4A|PDE4B|PDE4C|PDE4D|PDE5A|PDE6A|PDE6B|PDE6C|PDE7A|PDE7B|PDE8A|PDE8B|PDE9A|PIK3CA|PIK3CB|PIK3CD|PRKDC|RYR1|RYR2|RYR3	neurology/psychiatry	fatigue|drowsiness
calcifediol	0	0	1	1	Launched	vitamin D receptor agonist	VDR	endocrinology	hyperparathyroidism
calcipotriol	0	1	0	1	Launched	vitamin D receptor agonist	VDR	dermatology	psoriasis
candesartan	0	0	1	1	Launched	angiotensin receptor antagonist	AGTR1	cardiology	hypertension|congestive heart failure
capsaicin	0	1	0	1	Launched	TRPV agonist	CFTR|TRPV1	neurology/psychiatry|rheumatology	muscle pain|rheumatoid arthritis
cefotaxime	0	0	1	1	Launched	bacterial cell wall synthesis inhibitor		infectious disease	respiratory tract infections|bone and joint infections|pelvic inflammatory disease|intra-abdominal infections|skin infections|meningitis|urinary tract infections|bacterial septicemia|gynecologic infections
cetirizine	0	0	1	1	Launched	histamine receptor antagonist	HRH1	allergy	allergic rhinitis
chloroxine	0	0	1	1	Launched	opioid receptor antagonist	OPRK1	gastroenterology|infectious disease|dermatology	diarrhea|inflammatory bowel disease|giardiasis|dandruff
cilastatin	0	0	1	1	Launched	dehydropeptidase inhibitor	DPEP1		
cilnidipine	0	0	1	1	Launched	calcium channel blocker	CACNA1B	cardiology	hypertension
cinacalcet	0	0	1	1	Launched	calcium channel activator	CASR	endocrinology|nephrology|oncology	hyperparathyroidism|chronic kidney disease (CKD)|parathyroid carcinoma|hypercalcemia
citalopram	0	0	1	1	Launched	selective serotonin reuptake inhibitor (SSRI)	ADRA1A|CHRM1|HRH1|SLC6A2|SLC6A3|SLC6A4	neurology/psychiatry	depression
cladribine	0	0	1	1	Launched	adenosine deaminase inhibitor|ribonucleotide reductase inhibitor	ADA|PNP|POLA1|POLE|POLE2|POLE3|POLE4|RRM1|RRM2|RRM2B	hematologic malignancy	hairy cell leukemia
clebopride	0	0	1	1	Launched	dopamine receptor antagonist	ACHE|DRD2	gastroenterology	nausea
clemastine	0	1	0	1	Launched	histamine receptor antagonist	HRH1	allergy	allergic rhinitis|urticaria
clofarabine	0	0	1	1	Launched	ribonucleotide reductase inhibitor	POLA1|POLD1|POLE|RRM1|RRM2|RRM2B	hematologic malignancy	acute lymphoblastic leukemia (ALL)
clofazimine	0	0	1	1	Launched	GK0582 inhibitor		infectious disease	leprosy
clofibric-acid	0	0	1	1	Launched	PPAR receptor agonist	PPARA	endocrinology	hyperlipidemia
clomipramine	0	0	1	1	Launched	serotonin transporter (SERT) inhibitor	GSTP1|HTR2A|HTR2B|HTR2C|SLC6A2|SLC6A3|SLC6A4	neurology/psychiatry	obsessive compulsive disorder (OCD)
clotrimazole	0	0	1	1	Launched	cytochrome P450 inhibitor|imidazoline receptor ligand	CYP3A4|KCNN4|NR1I2|NR1I3|TRPM2|TRPM4|TRPM8	infectious disease	vulvovaginal candidiasis|oropharyngeal candidiasis
clozapine	0	0	1	1	Launched	dopamine receptor antagonist|serotonin receptor antagonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CALY|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD3|DRD4|DRD5|HRH1|HRH4|HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR2A|HTR2B|HTR2C|HTR3A|HTR5A|HTR6|HTR7	neurology/psychiatry	schizophrenia
cortisone	0	0	1	1	Launched	glucocorticoid receptor agonist	NR3C1	gastroenterology|rheumatology|dermatology	ulcerative colitis|rheumatoid arthritis|psoriasis|joint inflammation|eczema
cromoglicic-acid	0	0	1	1	Launched	immunosuppressant	KCNMA1|S100P	pulmonary|ophthalmology|allergy|gastroenterology	asthma|conjunctivitis|urticaria|ulcerative colitis
curcumin	0	0	1	1	Launched	cyclooxygenase inhibitor|histone acetyltransferase inhibitor|lipoxygenase inhibitor|NFkB pathway inhibitor	APP|CA1|CA12|CA14|CA2|CA4|CA6|CA9|CHRM3|CYP3A4|DNMT3B|EP300|MMP13|MMP9|NOS2|PTGS1|PTGS2|XDH		
cyproheptadine	0	0	1	1	Launched	histamine receptor antagonist	ADRA1A|ADRA1B|ADRA1D|CHRM1|CHRM2|CHRM3|HRH1|HTR2A|HTR2C|HTR6|HTR7	allergy|otolaryngology|ophthalmology|dermatology	allergic rhinitis|vasomotor rhinitis|conjunctivitis|urticaria|dermatographism
danazol	0	0	1	1	Launched	estrogen receptor antagonist|progesterone receptor agonist	AR|CCL2|ESR1|GNRHR|GNRHR2|PGR	obstetrics/gynecology|cardiology	endometriosis|angioedema
desoximetasone	0	0	1	1	Launched	glucocorticoid receptor agonist	NR3C1|PLA2G1B	dermatology	corticosteroid-responsive dermatoses
dexamethasone	0	0	1	1	Launched	glucocorticoid receptor agonist	ANXA1|NOS2|NR0B1|NR3C1|NR3C2	endocrinology|rheumatology|allergy|gastroenterology|hematology|neurology/psychiatry|dermatology	hypercalcemia|rheumatoid arthritis|psoriatic arthritis|osteoarthritis|allergic rhinitis|ulcerative colitis|anemia|multiple sclerosis|enteritis|lupus|dermatitis herpetiformis (DH)|nephrotic syndrome|psoriasis
dextromethorphan	0	0	1	1	Launched	glutamate receptor antagonist|sigma receptor agonist	CHRNA2|CHRNA3|CHRNA4|CHRNA7|CHRNB2|CHRNB4|CYBA|CYBB|GRIN3A|NCF1|NCF2|NCF4|OPRD1|OPRK1|OPRM1|PGRMC1|RAC1|RAC2|SIGMAR1|SLC6A2|SLC6A4	pulmonary	cough suppressant
dicycloverine	0	0	1	1	Launched	acetylcholine receptor antagonist	CHRM1|CHRM2|CHRM3	gastroenterology	irritable bowel syndrome
digoxin	0	0	1	1	Launched	ATPase inhibitor	ATP1A1	cardiology	congestive heart failure|atrial fibrillation (AF)
dilazep	0	0	1	1	Launched	adenosine reuptake inhibitor	SLC29A1	cardiology	coronary heart disease
diphenidol	0	0	1	1	Launched	acetylcholine receptor agonist	CHRM1|CHRM2|CHRM3|CHRM4	neurology/psychiatry	vertigo
dipivefrine	0	0	1	1	Launched	adrenergic receptor agonist		ophthalmology	glaucoma|intraocular pressure
disopyramide	0	0	1	1	Launched	sodium channel blocker	CHRM1|CHRM2|CHRM3|KCND2|KCND3|KCNH2|SCN5A	cardiology	ventricular tachycardia (VT)|ventricular arrhythmias
dobutamine	0	0	1	1	Launched	adrenergic receptor agonist	ADRB1|ADRB2	cardiology	congestive heart failure
domperidone	0	1	0	1	Launched	dopamine receptor antagonist	DRD2|DRD3	infectious disease	fescue toxicosis
donepezil	0	0	1	1	Launched	acetylcholinesterase inhibitor	ACHE	neurology/psychiatry	Alzheimer's disease
dosulepin	0	1	0	1	Launched	norepinephrine reuptake inhibitor|serotonin–norepinephrine reuptake inhibitor (SNRI)|tricyclic antidepressant	CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|HRH1|SLC6A2|SLC6A4	neurology/psychiatry	depression
doxylamine	0	0	1	1	Launched	histamine receptor antagonist	HRH1	neurology/psychiatry	sedative
droperidol	0	1	0	1	Launched	dopamine receptor antagonist	ADRA1A|DRD2|DRD3|DRD4|HTR2A	gastroenterology	nausea|vomiting
duloxetine	0	0	1	1	Launched	norepinephrine reuptake inhibitor|serotonin–norepinephrine reuptake inhibitor (SNRI)	HTR2A|HTR2C|HTR6|SLC6A2|SLC6A3|SLC6A4	neurology/psychiatry	depression|generalized anxiety disorder (GAD)|muscle pain|peripheral neuropathy
entacapone	0	0	1	1	Launched	catechol O methyltransferase inhibitor	COMT	neurology/psychiatry	Parkinson's Disease
escitalopram	0	0	1	1	Launched	selective serotonin reuptake inhibitor (SSRI)	SLC6A4	neurology/psychiatry	depression|generalized anxiety disorder (GAD)
estradiol-valerate	0	0	1	1	Launched	estrogen receptor agonist	ESR1	oncology|endocrinology|obstetrics/gynecology	prostate cancer|hypoestrogenism|menopause|vaginal atrophy
ethisterone	0	0	1	1	Launched	progestogen hormone	TYR	endocrinology	amenorrhea
etodolac	0	0	1	1	Launched	cyclooxygenase inhibitor	PTGS2	rheumatology	osteoarthritis|rheumatoid arthritis
everolimus	0	0	1	1	Launched	mTOR inhibitor	MTOR	oncology|neurology/psychiatry|genetics|urology	breast cancer|neuroendocrine tumors of pancreatic origin (PNET)|renal cell carcinoma (RCC)|subependymal giant cell astrocytoma (SEGA)|tuberous sclerosis complex (TSC)|renal angiomyolipoma
famotidine	0	0	1	1	Launched	histamine receptor antagonist	HRH2	gastroenterology	heartburn
fasudil	0	0	1	1	Launched	rho associated kinase inhibitor	PKIA|PRKACA|ROCK1|ROCK2	neurology/psychiatry	cerebral vasospasm
fenofibrate	0	0	1	1	Launched	PPAR receptor agonist	MMP25|PPARA	endocrinology	hypercholesterolemia|hypertriglyceridemia
fexofenadine	0	0	1	1	Launched	histamine receptor antagonist	HRH1	allergy	allergic rhinitis|urticaria
finasteride	0	0	1	1	Launched	5 alpha reductase inhibitor	AKR1D1|SRD5A1|SRD5A2	endocrinology	androgenetic alopecia
flecainide	0	0	1	1	Launched	sodium channel blocker	KCNA5|KCNA7|SCN5A	cardiology	ventricular tachycardia (VT)|atrial fibrillation (AF)|ventricular arrhythmias
fluconazole	0	0	1	1	Launched	sterol demethylase inhibitor	CYP51A1	infectious disease	esophageal candidiasis|meningitis
fludarabine	0	0	1	1	Launched	ribonucleotide reductase inhibitor	ADA|DCK|POLA1|RRM1|RRM2	hematologic malignancy	chronic lymphocytic leukemia (CLL)
fludroxycortide	0	0	1	1	Launched	glucocorticoid receptor agonist	NR3C1|SERPINA6	infectious disease|dermatology	skin infections|psoriasis
flunisolide	0	0	1	1	Launched	cytochrome P450 inhibitor	NR3C1	allergy	allergic rhinitis
fluoxetine	0	0	1	1	Launched	selective serotonin reuptake inhibitor (SSRI)	ANO1|HTR2B|SLC6A4	neurology/psychiatry	depression|obsessive compulsive disorder (OCD)|bulimia nervosa|panic disorders|bipolar disorder
flupentixol	0	0	1	1	Launched	dopamine receptor antagonist	ADRA1A|CHRM1|DRD1|DRD2|DRD3|DRD5|HTR2A	neurology/psychiatry	schizophrenia|depression
fluphenazine	0	0	1	1	Launched	dopamine receptor antagonist	CALM1|DRD1|DRD2|DRD5|HRH1|HTR2A|HTR6|HTR7	neurology/psychiatry	schizophrenia
fluspirilene	0	0	1	1	Launched	dopamine receptor antagonist	CACNG1|DRD2|HRH1|HTR1A|HTR1D|HTR1E|HTR2A	neurology/psychiatry	schizophrenia
flutamide	0	1	0	1	Launched	androgen receptor antagonist	AHR|AR	oncology	prostate cancer
