title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	characteristics_ch1.1	characteristics_ch1.2	growth_protocol_ch1	molecule_ch1	extract_protocol_ch1	label_ch1	label_protocol_ch1	taxid_ch1	hyb_protocol	scan_protocol	description	data_processing	platform_id	contact_name	contact_email	contact_department	contact_institute	contact_address	contact_city	contact_zip/postal_code	contact_country	supplementary_file	data_row_count	cell line:ch1	infection time:ch1	m. tuberculosis strain:ch1	series_id
THP1-cells infected by R17.3 strains at 4h	GSM734325	Public on Dec 01 2011	May 31 2011	Dec 01 2011	RNA	1	THP1-cells infected by R17.3 strains at 4h	Homo sapiens	cell line: THP-1 cells	m. tuberculosis strain: R17.3	infection time: 4h	M. tuberculosis strains were grown in Middlebrook 7H9 broth (BD Difco) supplemented with 10 % of albumin-dextrose-catalase (OADC) enrichment and 0.05 % tween 80 at 37°C with shaking at 100 rpm. Bacteria were cultured until exponential phase, then aliquoted and frozen at -80℃. THP-1 cells was maintained at 37°C in 5% CO2 in RPMI 1640 media (Life Technologies) supplemented with 10% of FBS. Prior to infection, THP-1 cells were differentiated into macrophage-like cells in T-75 flasks (1×107 cells/flask) with 200nM phorbol myristate acetate (PMA, Sigma-Aldrich) for 24h followed by incubation with fresh media without PMA for 24h. At time points of 4h, 18h and 48h, cell were lysed with 2 ml of Trizol (Life Technologies) for RNA extraction.	total RNA	Trizol extraction of total RNA was performed according to the manufacturer's instructions.	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 5 micrograms total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	The biotinylated cRNA was then fragmented and subjected to hybridization on Human Genome U133 Plus 2.0 Array (Affymetrix, USA).	An affymetrix Gene Chip Scanner 3000 was used to scan the probe arrays	THP1-cells infected by R17.3 strains at 4h	These CEL raw expression data were normalized using Robust Multi-array Averaging (RMA) with quantile normalization in R (Bioconductor)	GPL570	Hai,,Fang	hfang@cs.bris.ac.uk	Department of Computer Science	University of Bristol	Woodland Road	Bristol	BS8 1UB	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM734nnn/GSM734325/suppl/GSM734325.CEL.gz	54675	THP-1 cells	4h	R17.3	GSE29628
THP1-cells infected by R17.3 strains at 18h	GSM734326	Public on Dec 01 2011	May 31 2011	Dec 01 2011	RNA	1	THP1-cells infected by R17.3 strains at 18h	Homo sapiens	cell line: THP-1 cells	m. tuberculosis strain: R17.3	infection time: 18h	M. tuberculosis strains were grown in Middlebrook 7H9 broth (BD Difco) supplemented with 10 % of albumin-dextrose-catalase (OADC) enrichment and 0.05 % tween 80 at 37°C with shaking at 100 rpm. Bacteria were cultured until exponential phase, then aliquoted and frozen at -80℃. THP-1 cells was maintained at 37°C in 5% CO2 in RPMI 1640 media (Life Technologies) supplemented with 10% of FBS. Prior to infection, THP-1 cells were differentiated into macrophage-like cells in T-75 flasks (1×107 cells/flask) with 200nM phorbol myristate acetate (PMA, Sigma-Aldrich) for 24h followed by incubation with fresh media without PMA for 24h. At time points of 4h, 18h and 48h, cell were lysed with 2 ml of Trizol (Life Technologies) for RNA extraction.	total RNA	Trizol extraction of total RNA was performed according to the manufacturer's instructions.	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 5 micrograms total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	The biotinylated cRNA was then fragmented and subjected to hybridization on Human Genome U133 Plus 2.0 Array (Affymetrix, USA).	An affymetrix Gene Chip Scanner 3000 was used to scan the probe arrays	THP1-cells infected by R17.3 strains at 18h	These CEL raw expression data were normalized using Robust Multi-array Averaging (RMA) with quantile normalization in R (Bioconductor)	GPL570	Hai,,Fang	hfang@cs.bris.ac.uk	Department of Computer Science	University of Bristol	Woodland Road	Bristol	BS8 1UB	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM734nnn/GSM734326/suppl/GSM734326.CEL.gz	54675	THP-1 cells	18h	R17.3	GSE29628
THP1-cells infected by R17.3 strains at 48h	GSM734327	Public on Dec 01 2011	May 31 2011	Dec 01 2011	RNA	1	THP1-cells infected by R17.3 strains at 48h	Homo sapiens	cell line: THP-1 cells	m. tuberculosis strain: R17.3	infection time: 48h	M. tuberculosis strains were grown in Middlebrook 7H9 broth (BD Difco) supplemented with 10 % of albumin-dextrose-catalase (OADC) enrichment and 0.05 % tween 80 at 37°C with shaking at 100 rpm. Bacteria were cultured until exponential phase, then aliquoted and frozen at -80℃. THP-1 cells was maintained at 37°C in 5% CO2 in RPMI 1640 media (Life Technologies) supplemented with 10% of FBS. Prior to infection, THP-1 cells were differentiated into macrophage-like cells in T-75 flasks (1×107 cells/flask) with 200nM phorbol myristate acetate (PMA, Sigma-Aldrich) for 24h followed by incubation with fresh media without PMA for 24h. At time points of 4h, 18h and 48h, cell were lysed with 2 ml of Trizol (Life Technologies) for RNA extraction.	total RNA	Trizol extraction of total RNA was performed according to the manufacturer's instructions.	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 5 micrograms total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	The biotinylated cRNA was then fragmented and subjected to hybridization on Human Genome U133 Plus 2.0 Array (Affymetrix, USA).	An affymetrix Gene Chip Scanner 3000 was used to scan the probe arrays	THP1-cells infected by R17.3 strains at 48h	These CEL raw expression data were normalized using Robust Multi-array Averaging (RMA) with quantile normalization in R (Bioconductor)	GPL570	Hai,,Fang	hfang@cs.bris.ac.uk	Department of Computer Science	University of Bristol	Woodland Road	Bristol	BS8 1UB	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM734nnn/GSM734327/suppl/GSM734327.CEL.gz	54675	THP-1 cells	48h	R17.3	GSE29628
THP1-cells infected by 19.5 strains at 4h	GSM734328	Public on Dec 01 2011	May 31 2011	Dec 01 2011	RNA	1	THP1-cells infected by 19.5 strains at 4h	Homo sapiens	cell line: THP-1 cells	m. tuberculosis strain: R19.5	infection time: 4h	M. tuberculosis strains were grown in Middlebrook 7H9 broth (BD Difco) supplemented with 10 % of albumin-dextrose-catalase (OADC) enrichment and 0.05 % tween 80 at 37°C with shaking at 100 rpm. Bacteria were cultured until exponential phase, then aliquoted and frozen at -80℃. THP-1 cells was maintained at 37°C in 5% CO2 in RPMI 1640 media (Life Technologies) supplemented with 10% of FBS. Prior to infection, THP-1 cells were differentiated into macrophage-like cells in T-75 flasks (1×107 cells/flask) with 200nM phorbol myristate acetate (PMA, Sigma-Aldrich) for 24h followed by incubation with fresh media without PMA for 24h. At time points of 4h, 18h and 48h, cell were lysed with 2 ml of Trizol (Life Technologies) for RNA extraction.	total RNA	Trizol extraction of total RNA was performed according to the manufacturer's instructions.	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 5 micrograms total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	The biotinylated cRNA was then fragmented and subjected to hybridization on Human Genome U133 Plus 2.0 Array (Affymetrix, USA).	An affymetrix Gene Chip Scanner 3000 was used to scan the probe arrays	THP1-cells infected by 19.5 strains at 4h	These CEL raw expression data were normalized using Robust Multi-array Averaging (RMA) with quantile normalization in R (Bioconductor)	GPL570	Hai,,Fang	hfang@cs.bris.ac.uk	Department of Computer Science	University of Bristol	Woodland Road	Bristol	BS8 1UB	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM734nnn/GSM734328/suppl/GSM734328.CEL.gz	54675	THP-1 cells	4h	R19.5	GSE29628
THP1-cells infected by 19.5 strains at 18h	GSM734329	Public on Dec 01 2011	May 31 2011	Dec 01 2011	RNA	1	THP1-cells infected by 19.5 strains at 18h	Homo sapiens	cell line: THP-1 cells	m. tuberculosis strain: R19.5	infection time: 18h	M. tuberculosis strains were grown in Middlebrook 7H9 broth (BD Difco) supplemented with 10 % of albumin-dextrose-catalase (OADC) enrichment and 0.05 % tween 80 at 37°C with shaking at 100 rpm. Bacteria were cultured until exponential phase, then aliquoted and frozen at -80℃. THP-1 cells was maintained at 37°C in 5% CO2 in RPMI 1640 media (Life Technologies) supplemented with 10% of FBS. Prior to infection, THP-1 cells were differentiated into macrophage-like cells in T-75 flasks (1×107 cells/flask) with 200nM phorbol myristate acetate (PMA, Sigma-Aldrich) for 24h followed by incubation with fresh media without PMA for 24h. At time points of 4h, 18h and 48h, cell were lysed with 2 ml of Trizol (Life Technologies) for RNA extraction.	total RNA	Trizol extraction of total RNA was performed according to the manufacturer's instructions.	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 5 micrograms total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	The biotinylated cRNA was then fragmented and subjected to hybridization on Human Genome U133 Plus 2.0 Array (Affymetrix, USA).	An affymetrix Gene Chip Scanner 3000 was used to scan the probe arrays	THP1-cells infected by 19.5 strains at 18h	These CEL raw expression data were normalized using Robust Multi-array Averaging (RMA) with quantile normalization in R (Bioconductor)	GPL570	Hai,,Fang	hfang@cs.bris.ac.uk	Department of Computer Science	University of Bristol	Woodland Road	Bristol	BS8 1UB	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM734nnn/GSM734329/suppl/GSM734329.CEL.gz	54675	THP-1 cells	18h	R19.5	GSE29628
THP1-cells infected by 19.5 strains at 48h	GSM734330	Public on Dec 01 2011	May 31 2011	Dec 01 2011	RNA	1	THP1-cells infected by 19.5 strains at 48h	Homo sapiens	cell line: THP-1 cells	m. tuberculosis strain: R19.5	infection time: 48h	M. tuberculosis strains were grown in Middlebrook 7H9 broth (BD Difco) supplemented with 10 % of albumin-dextrose-catalase (OADC) enrichment and 0.05 % tween 80 at 37°C with shaking at 100 rpm. Bacteria were cultured until exponential phase, then aliquoted and frozen at -80℃. THP-1 cells was maintained at 37°C in 5% CO2 in RPMI 1640 media (Life Technologies) supplemented with 10% of FBS. Prior to infection, THP-1 cells were differentiated into macrophage-like cells in T-75 flasks (1×107 cells/flask) with 200nM phorbol myristate acetate (PMA, Sigma-Aldrich) for 24h followed by incubation with fresh media without PMA for 24h. At time points of 4h, 18h and 48h, cell were lysed with 2 ml of Trizol (Life Technologies) for RNA extraction.	total RNA	Trizol extraction of total RNA was performed according to the manufacturer's instructions.	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 5 micrograms total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	The biotinylated cRNA was then fragmented and subjected to hybridization on Human Genome U133 Plus 2.0 Array (Affymetrix, USA).	An affymetrix Gene Chip Scanner 3000 was used to scan the probe arrays	THP1-cells infected by 19.5 strains at 48h	These CEL raw expression data were normalized using Robust Multi-array Averaging (RMA) with quantile normalization in R (Bioconductor)	GPL570	Hai,,Fang	hfang@cs.bris.ac.uk	Department of Computer Science	University of Bristol	Woodland Road	Bristol	BS8 1UB	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM734nnn/GSM734330/suppl/GSM734330.CEL.gz	54675	THP-1 cells	48h	R19.5	GSE29628
THP1-cells infected by H37Rv strains at 4h, Replication 1	GSM734331	Public on Dec 01 2011	May 31 2011	Dec 01 2011	RNA	1	THP1-cells infected by H37Rv strains at 4h, Replication 1	Homo sapiens	cell line: THP-1 cells	m. tuberculosis strain: H37Rv	infection time: 4h	M. tuberculosis strains were grown in Middlebrook 7H9 broth (BD Difco) supplemented with 10 % of albumin-dextrose-catalase (OADC) enrichment and 0.05 % tween 80 at 37°C with shaking at 100 rpm. Bacteria were cultured until exponential phase, then aliquoted and frozen at -80℃. THP-1 cells was maintained at 37°C in 5% CO2 in RPMI 1640 media (Life Technologies) supplemented with 10% of FBS. Prior to infection, THP-1 cells were differentiated into macrophage-like cells in T-75 flasks (1×107 cells/flask) with 200nM phorbol myristate acetate (PMA, Sigma-Aldrich) for 24h followed by incubation with fresh media without PMA for 24h. At time points of 4h, 18h and 48h, cell were lysed with 2 ml of Trizol (Life Technologies) for RNA extraction.	total RNA	Trizol extraction of total RNA was performed according to the manufacturer's instructions.	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 5 micrograms total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	The biotinylated cRNA was then fragmented and subjected to hybridization on Human Genome U133 Plus 2.0 Array (Affymetrix, USA).	An affymetrix Gene Chip Scanner 3000 was used to scan the probe arrays	THP1-cells infected by H37Rv strains at 4h, Replication 1	These CEL raw expression data were normalized using Robust Multi-array Averaging (RMA) with quantile normalization in R (Bioconductor)	GPL570	Hai,,Fang	hfang@cs.bris.ac.uk	Department of Computer Science	University of Bristol	Woodland Road	Bristol	BS8 1UB	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM734nnn/GSM734331/suppl/GSM734331.CEL.gz	54675	THP-1 cells	4h	H37Rv	GSE29628
THP1-cells infected by H37Rv strains at 18h, Replication 1	GSM734332	Public on Dec 01 2011	May 31 2011	Dec 01 2011	RNA	1	THP1-cells infected by H37Rv strains at 18h, Replication 1	Homo sapiens	cell line: THP-1 cells	m. tuberculosis strain: H37Rv	infection time: 18h	M. tuberculosis strains were grown in Middlebrook 7H9 broth (BD Difco) supplemented with 10 % of albumin-dextrose-catalase (OADC) enrichment and 0.05 % tween 80 at 37°C with shaking at 100 rpm. Bacteria were cultured until exponential phase, then aliquoted and frozen at -80℃. THP-1 cells was maintained at 37°C in 5% CO2 in RPMI 1640 media (Life Technologies) supplemented with 10% of FBS. Prior to infection, THP-1 cells were differentiated into macrophage-like cells in T-75 flasks (1×107 cells/flask) with 200nM phorbol myristate acetate (PMA, Sigma-Aldrich) for 24h followed by incubation with fresh media without PMA for 24h. At time points of 4h, 18h and 48h, cell were lysed with 2 ml of Trizol (Life Technologies) for RNA extraction.	total RNA	Trizol extraction of total RNA was performed according to the manufacturer's instructions.	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 5 micrograms total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	The biotinylated cRNA was then fragmented and subjected to hybridization on Human Genome U133 Plus 2.0 Array (Affymetrix, USA).	An affymetrix Gene Chip Scanner 3000 was used to scan the probe arrays	THP1-cells infected by H37Rv strains at 18h, Replication 1	These CEL raw expression data were normalized using Robust Multi-array Averaging (RMA) with quantile normalization in R (Bioconductor)	GPL570	Hai,,Fang	hfang@cs.bris.ac.uk	Department of Computer Science	University of Bristol	Woodland Road	Bristol	BS8 1UB	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM734nnn/GSM734332/suppl/GSM734332.CEL.gz	54675	THP-1 cells	18h	H37Rv	GSE29628
THP1-cells infected by H37Rv strains at 48h, Replication 1	GSM734333	Public on Dec 01 2011	May 31 2011	Dec 01 2011	RNA	1	THP1-cells infected by H37Rv strains at 48h, Replication 1	Homo sapiens	cell line: THP-1 cells	m. tuberculosis strain: H37Rv	infection time: 48h	M. tuberculosis strains were grown in Middlebrook 7H9 broth (BD Difco) supplemented with 10 % of albumin-dextrose-catalase (OADC) enrichment and 0.05 % tween 80 at 37°C with shaking at 100 rpm. Bacteria were cultured until exponential phase, then aliquoted and frozen at -80℃. THP-1 cells was maintained at 37°C in 5% CO2 in RPMI 1640 media (Life Technologies) supplemented with 10% of FBS. Prior to infection, THP-1 cells were differentiated into macrophage-like cells in T-75 flasks (1×107 cells/flask) with 200nM phorbol myristate acetate (PMA, Sigma-Aldrich) for 24h followed by incubation with fresh media without PMA for 24h. At time points of 4h, 18h and 48h, cell were lysed with 2 ml of Trizol (Life Technologies) for RNA extraction.	total RNA	Trizol extraction of total RNA was performed according to the manufacturer's instructions.	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 5 micrograms total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	The biotinylated cRNA was then fragmented and subjected to hybridization on Human Genome U133 Plus 2.0 Array (Affymetrix, USA).	An affymetrix Gene Chip Scanner 3000 was used to scan the probe arrays	THP1-cells infected by H37Rv strains at 48h, Replication 1	These CEL raw expression data were normalized using Robust Multi-array Averaging (RMA) with quantile normalization in R (Bioconductor)	GPL570	Hai,,Fang	hfang@cs.bris.ac.uk	Department of Computer Science	University of Bristol	Woodland Road	Bristol	BS8 1UB	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM734nnn/GSM734333/suppl/GSM734333.CEL.gz	54675	THP-1 cells	48h	H37Rv	GSE29628
THP1-cells infected by H37Rv strains at 4h, Replication 2	GSM734334	Public on Dec 01 2011	May 31 2011	Dec 01 2011	RNA	1	THP1-cells infected by H37Rv strains at 4h, Replication 2	Homo sapiens	cell line: THP-1 cells	m. tuberculosis strain: H37Rv	infection time: 4h	M. tuberculosis strains were grown in Middlebrook 7H9 broth (BD Difco) supplemented with 10 % of albumin-dextrose-catalase (OADC) enrichment and 0.05 % tween 80 at 37°C with shaking at 100 rpm. Bacteria were cultured until exponential phase, then aliquoted and frozen at -80℃. THP-1 cells was maintained at 37°C in 5% CO2 in RPMI 1640 media (Life Technologies) supplemented with 10% of FBS. Prior to infection, THP-1 cells were differentiated into macrophage-like cells in T-75 flasks (1×107 cells/flask) with 200nM phorbol myristate acetate (PMA, Sigma-Aldrich) for 24h followed by incubation with fresh media without PMA for 24h. At time points of 4h, 18h and 48h, cell were lysed with 2 ml of Trizol (Life Technologies) for RNA extraction.	total RNA	Trizol extraction of total RNA was performed according to the manufacturer's instructions.	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 5 micrograms total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	The biotinylated cRNA was then fragmented and subjected to hybridization on Human Genome U133 Plus 2.0 Array (Affymetrix, USA).	An affymetrix Gene Chip Scanner 3000 was used to scan the probe arrays	THP1-cells infected by H37Rv strains at 4h, Replication 2	These CEL raw expression data were normalized using Robust Multi-array Averaging (RMA) with quantile normalization in R (Bioconductor)	GPL570	Hai,,Fang	hfang@cs.bris.ac.uk	Department of Computer Science	University of Bristol	Woodland Road	Bristol	BS8 1UB	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM734nnn/GSM734334/suppl/GSM734334.CEL.gz	54675	THP-1 cells	4h	H37Rv	GSE29628
THP1-cells infected by H37Rv strains at 18h, Replication 2	GSM734335	Public on Dec 01 2011	May 31 2011	Dec 01 2011	RNA	1	THP1-cells infected by H37Rv strains at 18h, Replication 2	Homo sapiens	cell line: THP-1 cells	m. tuberculosis strain: H37Rv	infection time: 18h	M. tuberculosis strains were grown in Middlebrook 7H9 broth (BD Difco) supplemented with 10 % of albumin-dextrose-catalase (OADC) enrichment and 0.05 % tween 80 at 37°C with shaking at 100 rpm. Bacteria were cultured until exponential phase, then aliquoted and frozen at -80℃. THP-1 cells was maintained at 37°C in 5% CO2 in RPMI 1640 media (Life Technologies) supplemented with 10% of FBS. Prior to infection, THP-1 cells were differentiated into macrophage-like cells in T-75 flasks (1×107 cells/flask) with 200nM phorbol myristate acetate (PMA, Sigma-Aldrich) for 24h followed by incubation with fresh media without PMA for 24h. At time points of 4h, 18h and 48h, cell were lysed with 2 ml of Trizol (Life Technologies) for RNA extraction.	total RNA	Trizol extraction of total RNA was performed according to the manufacturer's instructions.	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 5 micrograms total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	The biotinylated cRNA was then fragmented and subjected to hybridization on Human Genome U133 Plus 2.0 Array (Affymetrix, USA).	An affymetrix Gene Chip Scanner 3000 was used to scan the probe arrays	THP1-cells infected by H37Rv strains at 18h, Replication 2	These CEL raw expression data were normalized using Robust Multi-array Averaging (RMA) with quantile normalization in R (Bioconductor)	GPL570	Hai,,Fang	hfang@cs.bris.ac.uk	Department of Computer Science	University of Bristol	Woodland Road	Bristol	BS8 1UB	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM734nnn/GSM734335/suppl/GSM734335.CEL.gz	54675	THP-1 cells	18h	H37Rv	GSE29628
THP1-cells infected by H37Rv strains at 48h, Replication 2	GSM734336	Public on Dec 01 2011	May 31 2011	Dec 01 2011	RNA	1	THP1-cells infected by H37Rv strains at 48h, Replication 2	Homo sapiens	cell line: THP-1 cells	m. tuberculosis strain: H37Rv	infection time: 48h	M. tuberculosis strains were grown in Middlebrook 7H9 broth (BD Difco) supplemented with 10 % of albumin-dextrose-catalase (OADC) enrichment and 0.05 % tween 80 at 37°C with shaking at 100 rpm. Bacteria were cultured until exponential phase, then aliquoted and frozen at -80℃. THP-1 cells was maintained at 37°C in 5% CO2 in RPMI 1640 media (Life Technologies) supplemented with 10% of FBS. Prior to infection, THP-1 cells were differentiated into macrophage-like cells in T-75 flasks (1×107 cells/flask) with 200nM phorbol myristate acetate (PMA, Sigma-Aldrich) for 24h followed by incubation with fresh media without PMA for 24h. At time points of 4h, 18h and 48h, cell were lysed with 2 ml of Trizol (Life Technologies) for RNA extraction.	total RNA	Trizol extraction of total RNA was performed according to the manufacturer's instructions.	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 5 micrograms total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	The biotinylated cRNA was then fragmented and subjected to hybridization on Human Genome U133 Plus 2.0 Array (Affymetrix, USA).	An affymetrix Gene Chip Scanner 3000 was used to scan the probe arrays	THP1-cells infected by H37Rv strains at 48h, Replication 2	These CEL raw expression data were normalized using Robust Multi-array Averaging (RMA) with quantile normalization in R (Bioconductor)	GPL570	Hai,,Fang	hfang@cs.bris.ac.uk	Department of Computer Science	University of Bristol	Woodland Road	Bristol	BS8 1UB	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM734nnn/GSM734336/suppl/GSM734336.CEL.gz	54675	THP-1 cells	48h	H37Rv	GSE29628
THP1-cells infected by MAD2.2 strains at 4h	GSM734337	Public on Dec 01 2011	May 31 2011	Dec 01 2011	RNA	1	THP1-cells infected by MAD2.2 strains at 4h	Homo sapiens	cell line: THP-1 cells	m. tuberculosis strain: MAD2.2	infection time: 4h	M. tuberculosis strains were grown in Middlebrook 7H9 broth (BD Difco) supplemented with 10 % of albumin-dextrose-catalase (OADC) enrichment and 0.05 % tween 80 at 37°C with shaking at 100 rpm. Bacteria were cultured until exponential phase, then aliquoted and frozen at -80℃. THP-1 cells was maintained at 37°C in 5% CO2 in RPMI 1640 media (Life Technologies) supplemented with 10% of FBS. Prior to infection, THP-1 cells were differentiated into macrophage-like cells in T-75 flasks (1×107 cells/flask) with 200nM phorbol myristate acetate (PMA, Sigma-Aldrich) for 24h followed by incubation with fresh media without PMA for 24h. At time points of 4h, 18h and 48h, cell were lysed with 2 ml of Trizol (Life Technologies) for RNA extraction.	total RNA	Trizol extraction of total RNA was performed according to the manufacturer's instructions.	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 5 micrograms total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	The biotinylated cRNA was then fragmented and subjected to hybridization on Human Genome U133 Plus 2.0 Array (Affymetrix, USA).	An affymetrix Gene Chip Scanner 3000 was used to scan the probe arrays	THP1-cells infected by MAD2.2 strains at 4h	These CEL raw expression data were normalized using Robust Multi-array Averaging (RMA) with quantile normalization in R (Bioconductor)	GPL570	Hai,,Fang	hfang@cs.bris.ac.uk	Department of Computer Science	University of Bristol	Woodland Road	Bristol	BS8 1UB	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM734nnn/GSM734337/suppl/GSM734337.CEL.gz	54675	THP-1 cells	4h	MAD2.2	GSE29628
THP1-cells infected by MAD2.2 strains at 18h	GSM734338	Public on Dec 01 2011	May 31 2011	Dec 01 2011	RNA	1	THP1-cells infected by MAD2.2 strains at 18h	Homo sapiens	cell line: THP-1 cells	m. tuberculosis strain: MAD2.2	infection time: 18h	M. tuberculosis strains were grown in Middlebrook 7H9 broth (BD Difco) supplemented with 10 % of albumin-dextrose-catalase (OADC) enrichment and 0.05 % tween 80 at 37°C with shaking at 100 rpm. Bacteria were cultured until exponential phase, then aliquoted and frozen at -80℃. THP-1 cells was maintained at 37°C in 5% CO2 in RPMI 1640 media (Life Technologies) supplemented with 10% of FBS. Prior to infection, THP-1 cells were differentiated into macrophage-like cells in T-75 flasks (1×107 cells/flask) with 200nM phorbol myristate acetate (PMA, Sigma-Aldrich) for 24h followed by incubation with fresh media without PMA for 24h. At time points of 4h, 18h and 48h, cell were lysed with 2 ml of Trizol (Life Technologies) for RNA extraction.	total RNA	Trizol extraction of total RNA was performed according to the manufacturer's instructions.	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 5 micrograms total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	The biotinylated cRNA was then fragmented and subjected to hybridization on Human Genome U133 Plus 2.0 Array (Affymetrix, USA).	An affymetrix Gene Chip Scanner 3000 was used to scan the probe arrays	THP1-cells infected by MAD2.2 strains at 18h	These CEL raw expression data were normalized using Robust Multi-array Averaging (RMA) with quantile normalization in R (Bioconductor)	GPL570	Hai,,Fang	hfang@cs.bris.ac.uk	Department of Computer Science	University of Bristol	Woodland Road	Bristol	BS8 1UB	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM734nnn/GSM734338/suppl/GSM734338.CEL.gz	54675	THP-1 cells	18h	MAD2.2	GSE29628
THP1-cells infected by MAD2.2 strains at 48h	GSM734339	Public on Dec 01 2011	May 31 2011	Dec 01 2011	RNA	1	THP1-cells infected by MAD2.2 strains at 48h	Homo sapiens	cell line: THP-1 cells	m. tuberculosis strain: MAD2.2	infection time: 48h	M. tuberculosis strains were grown in Middlebrook 7H9 broth (BD Difco) supplemented with 10 % of albumin-dextrose-catalase (OADC) enrichment and 0.05 % tween 80 at 37°C with shaking at 100 rpm. Bacteria were cultured until exponential phase, then aliquoted and frozen at -80℃. THP-1 cells was maintained at 37°C in 5% CO2 in RPMI 1640 media (Life Technologies) supplemented with 10% of FBS. Prior to infection, THP-1 cells were differentiated into macrophage-like cells in T-75 flasks (1×107 cells/flask) with 200nM phorbol myristate acetate (PMA, Sigma-Aldrich) for 24h followed by incubation with fresh media without PMA for 24h. At time points of 4h, 18h and 48h, cell were lysed with 2 ml of Trizol (Life Technologies) for RNA extraction.	total RNA	Trizol extraction of total RNA was performed according to the manufacturer's instructions.	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 5 micrograms total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	The biotinylated cRNA was then fragmented and subjected to hybridization on Human Genome U133 Plus 2.0 Array (Affymetrix, USA).	An affymetrix Gene Chip Scanner 3000 was used to scan the probe arrays	THP1-cells infected by MAD2.2 strains at 48h	These CEL raw expression data were normalized using Robust Multi-array Averaging (RMA) with quantile normalization in R (Bioconductor)	GPL570	Hai,,Fang	hfang@cs.bris.ac.uk	Department of Computer Science	University of Bristol	Woodland Road	Bristol	BS8 1UB	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM734nnn/GSM734339/suppl/GSM734339.CEL.gz	54675	THP-1 cells	48h	MAD2.2	GSE29628
