pert	n_reversed_cells	min_score_cell	all_reversed_cells
etilefrine	5	A375	MCF7, VCAP, PC3, A375, A549
eugenol	5	HT29	HT29, HA1E, A549, PC3, A375
flavoxate	5	PHH	PHH, A549, ASC, NPC, VCAP
glimepiride	5	HCC515	VCAP, SKB, ASC, A549, HCC515
halcinonide	5	SKB	SKB, A549, NEU, MCF7, VCAP
hexylresorcinol	5	A375	HT29, A549, VCAP, A375, HA1E
homoharringtonine	5	HA1E	HA1E, MCF7, HEPG2, PC3, SKB
hydrocortisone	5	MCF7	ASC, MCF7, PHH, HA1E, VCAP
iloperidone	5	ASC	ASC, A549, NEU, PHH, MCF7
imipramine	5	A549	VCAP, HA1E, A549, A375, HEK293T
itraconazole	5	HT29	HA1E, HCC515, MCF7, A375, HT29
lamotrigine	5	SKB	A549, SKB, NEU, PC3, NPC
lenalidomide	5	MCF7	NPC, MCF7, SKB, A549, NEU
levocabastine	5	ASC	ASC, MCF7, A549, HA1E, NEU
levomepromazine	5	HCC515	SKB, ASC, HCC515, MCF7, A549
meclofenamic-acid	5	NPC	A549, NPC, PC3, ASC, PHH
medetomidine	5	PC3	PC3, HT29, MCF7, A549, A375
meloxicam	5	PC3	MCF7, PC3, SKB, HCC515, VCAP
methocarbamol	5	PHH	SKB, A549, PHH, ASC, NPC
methylergometrine	5	MCF7	NEU, VCAP, NPC, MCF7, A375
metoclopramide	5	NPC	NPC, PC3, SKB, VCAP, PHH
metoprolol	5	PC3	A549, PC3, NPC, HA1E, MCF7
mexiletine	5	MCF7	MCF7, HA1E, ASC, NPC, VCAP
mianserin	5	ASC	ASC, HA1E, NEU, A549, MCF7
midostaurin	5	A549	SKB, VCAP, PHH, A549, ASC
mirtazapine	5	SKB	A549, SKB, NEU, NPC, HCC515
mitoxantrone	5	MCF7	A375, HEPG2, MCF7, HT29, PC3
moxonidine	5	VCAP	PC3, NPC, VCAP, HCC515, NEU
mycophenolate-mofetil	5	HCC515	A549, HCC515, PC3, MCF7, NPC
nabumetone	5	VCAP	MCF7, A375, PC3, A549, VCAP
naproxen	5	NPC	HCC515, SKB, ASC, NPC, VCAP
nelfinavir	5	NEU	NEU, A549, PC3, MCF7, ASC
nemonapride	5	MCF7	SKB, A549, MCF7, FIBRNPC, NPC
nicotinamide	5	MCF7	MCF7, FIBRNPC, VCAP, PC3, A549
nizatidine	5	PHH	PHH, PC3, MCF7, VCAP, HCC515
norgestrel	5	ASC	VCAP, ASC, HA1E, PC3, A549
ozagrel	5	A549	ASC, HCC515, HT29, PHH, A549
pargyline	5	NPC	NPC, HCC515, MCF7, HA1E, PC3
paroxetine	5	MCF7	MCF7, NPC, PHH, PC3, A549
perphenazine	5	SKB	PHH, NPC, PC3, HCC515, SKB
pheniramine	5	HCC515	HCC515, A549, VCAP, SKB, MCF7
phentolamine	5	A549	PC3, A549, MCF7, NPC, HCC515
picotamide	5	SKB	SKB, HA1E, PC3, ASC, A549
piperidolate	5	NPC	NPC, ASC, SKB, A549, NEU
pirarubicin	5	ASC	VCAP, PC3, PHH, A549, ASC
piretanide	5	VCAP	A549, PC3, HCC515, VCAP, NPC
piribedil	5	A375	VCAP, PC3, A375, MCF7, HA1E
prednisolone	5	MCF7	MCF7, PHH, HCC515, PC3, ASC
procarbazine	5	HA1E	ASC, NPC, HA1E, VCAP, PHH
propofol	5	MCF7	MCF7, ASC, PC3, NPC, A549
reserpine	5	HCC515	ASC, SKB, PC3, PHH, HCC515
resorcinol	5	PC3	HA1E, PHH, VCAP, NPC, PC3
riluzole	5	A549	A549, PC3, NEU, HCC515, ASC
rivaroxaban	5	NEU	MCF7, ASC, NEU, PC3, SKB
safinamide	5	A549	A549, SKB, NEU, PC3, NPC
sertaconazole	5	PC3	HA1E, A549, SKB, PC3, MCF7
talipexole	5	ASC	MCF7, SKB, A549, VCAP, ASC
tamibarotene	5	PC3	NEU, MCF7, PC3, VCAP, A549
teniposide	5	A549	ASC, VCAP, A549, PC3, MCF7
thiethylperazine	5	SKB	HA1E, VCAP, SKB, PC3, ASC
tranilast	5	SKB	SKB, PC3, MCF7, VCAP, HCC515
tropisetron	5	A549	ASC, A549, MCF7, SKB, VCAP
valsartan	5	ASC	ASC, A549, HA1E, HCC515, SKB
vinburnine	5	MCF7	HA1E, MCF7, PC3, VCAP, A549
vinorelbine	5	PHH	PHH, ASC, PC3, NEU, MCF7
ziprasidone	5	NPC	NPC, PC3, VCAP, A549, SKB
zolmitriptan	5	ASC	ASC, HCC515, A549, VCAP, NPC
NECA	4	HCC515	HA1E, NPC, HCC515, A549
acarbose	4	A549	A549, PC3, MCF7, VCAP
acepromazine	4	ASC	A549, PC3, ASC, PHH
amcinonide	4	PHH	PHH, MCF7, A549, ASC
amsacrine	4	HCC515	HCC515, PC3, MCF7, VCAP
atomoxetine	4	HCC515	VCAP, HA1E, A549, HCC515
atovaquone	4	A549	PC3, MCF7, A549, VCAP
azaperone	4	ASC	PHH, ASC, HCC515, A549
azathioprine	4	PC3	PC3, HT29, MCF7, VCAP
azelastine	4	PC3	PC3, A549, VCAP, MCF7
benidipine	4	VCAP	PC3, MCF7, A549, VCAP
benzbromarone	4	HA1E	A375, HA1E, MCF7, VCAP
benzydamine	4	PC3	PHH, VCAP, MCF7, PC3
betahistine	4	NPC	NPC, HCC515, PC3, VCAP
budesonide	4	A375	NPC, A549, A375, VCAP
capecitabine	4	NPC	NPC, A549, MCF7, PC3
carbamazepine	4	FIBRNPC	FIBRNPC, PHH, SKB, MCF7
carmofur	4	VCAP	A549, MCF7, VCAP, PC3
cefdinir	4	PC3	A549, MCF7, PC3, VCAP
celecoxib	4	FIBRNPC	PC3, FIBRNPC, NEU, PHH
cetirizine	4	SKB	SKB, ASC, MCF7, PC3
cilastatin	4	NEU	SKB, ASC, VCAP, NEU
cimetidine	4	MCF7	MCF7, A549, HCC515, HA1E
clebopride	4	A549	MCF7, PC3, VCAP, A549
clofibrate	4	VCAP	NPC, SKB, HA1E, VCAP
clopidogrel	4	VCAP	NPC, A549, FIBRNPC, VCAP
clotrimazole	4	PC3	PC3, MCF7, A549, VCAP
clozapine	4	PC3	VCAP, A549, PC3, HA1E
cortisone	4	A375	NEU, A375, PC3, NPC
cytarabine	4	A549	MCF7, A549, PC3, VCAP
danazol	4	MCF7	PHH, VCAP, MCF7, ASC
diclofenamide	4	HCC515	HCC515, HA1E, PC3, VCAP
diphenidol	4	ASC	A549, HCC515, MCF7, ASC
doxapram	4	A549	VCAP, MCF7, A549, PC3
droperidol	4	VCAP	VCAP, PC3, HCC515, NPC
econazole	4	PC3	PC3, ASC, A549, MCF7
enalapril	4	VCAP	VCAP, PC3, HCC515, PHH
ephedrine	4	FIBRNPC	NEU, FIBRNPC, A549, HT29
equol	4	HEPG2	HEPG2, PC3, MCF7, HA1E
escitalopram	4	HA1E	HCC515, MCF7, HA1E, VCAP
estradiol-valerate	4	A549	A549, NPC, VCAP, PC3
etomidate	4	PC3	NPC, PC3, VCAP, SKB
everolimus	4	MCF7	MCF7, PHH, PC3, ASC
exemestane	4	VCAP	VCAP, ASC, PC3, PHH
ezetimibe	4	VCAP	A549, VCAP, ASC, PC3
felodipine	4	PC3	PC3, NPC, PHH, A549
flucytosine	4	PC3	VCAP, A549, MCF7, PC3
flumazenil	4	MCF7	PHH, MCF7, HA1E, VCAP
flunisolide	4	VCAP	VCAP, ASC, HA1E, A549
forskolin	4	NPC	A549, HA1E, NPC, NKDBA
galantamine	4	MCF7	HT29, HA1E, MCF7, PC3
homochlorcyclizine	4	HA1E	PC3, HT29, A549, HA1E
hydralazine	4	A549	A549, HCC515, VCAP, MCF7
hydroflumethiazide	4	PC3	PC3, HEK293T, MCF7, VCAP
ibuprofen	4	HT29	HT29, MCF7, A549, A375
idebenone	4	MCF7	PC3, A549, MCF7, VCAP
ifenprodil	4	A549	MCF7, VCAP, A549, PC3
ingenol	4	A549	PC3, HT29, A549, A375
irbesartan	4	SKB	A549, SKB, HCC515, ASC
irinotecan	4	PC3	PC3, A549, MCF7, HCC515
isotretinoin	4	NPC	NPC, NEU, ASC, A549
ketanserin	4	MCF7	HA1E, PC3, MCF7, NPC
lacidipine	4	MCF7	A549, MCF7, PC3, VCAP
lansoprazole	4	MCF7	VCAP, MCF7, NEU, NPC
levonorgestrel	4	VCAP	HCC515, ASC, VCAP, NEU
lidocaine	4	PHH	MCF7, PHH, HCC515, NPC
lomerizine	4	A549	A549, MCF7, PC3, VCAP
losartan	4	PHH	SKB, PHH, MCF7, HA1E
mepacrine	4	HCC515	PC3, HA1E, MCF7, HCC515
mepivacaine	4	VCAP	A549, VCAP, MCF7, PC3
meptazinol	4	PHH	MCF7, NPC, SKB, PHH
metformin	4	NPC	NPC, HEK293T, PC3, NEU
methotrexate	4	PC3	PC3, VCAP, A549, NKDBA
metixene	4	A375	MCF7, HT29, A375, A549
metolazone	4	HA1E	PHH, MCF7, NPC, HA1E
mometasone	4	MCF7	PC3, VCAP, A549, MCF7
nifedipine	4	A549	SKB, HA1E, HT29, A549
norepinephrine	4	VCAP	VCAP, PC3, NPC, MCF7
norethindrone	4	A375	A375, A549, VCAP, MCF7
oxcarbazepine	4	MCF7	VCAP, MCF7, A549, PC3
oxprenolol	4	HT29	PC3, A375, MCF7, HT29
pirenzepine	4	A549	PC3, A549, HCC515, PHH
prazosin	4	A549	A549, HCC515, VCAP, MCF7
probucol	4	HCC515	ASC, HCC515, NPC, A549
proxymetacaine	4	MCF7	MCF7, A549, VCAP, NPC
rabeprazole	4	A549	A549, VCAP, MCF7, PC3
racecadotril	4	A549	A549, HCC515, MCF7, NPC
ranolazine	4	NPC	ASC, NPC, PC3, PHH
repaglinide	4	HA1E	HA1E, A375, A549, VCAP
rimexolone	4	HA1E	HA1E, ASC, MCF7, VCAP
salmeterol	4	SKB	SKB, PC3, NPC, ASC
scopolamine	4	SKB	VCAP, NPC, HCC515, SKB
sertraline	4	A549	ASC, A549, HCC515, VCAP
spironolactone	4	PC3	HCC515, PC3, VCAP, ASC
tacrine	4	A549	MCF7, A549, PC3, VCAP
tetrabenazine	4	FIBRNPC	VCAP, FIBRNPC, HA1E, A549
thiotepa	4	VCAP	PC3, VCAP, NPC, MCF7
thiothixene	4	SKB	SKB, A549, HCC515, PC3
ticlopidine	4	SKB	SKB, PC3, HCC515, ASC
tolbutamide	4	PHH	VCAP, HA1E, HCC515, PHH
trimebutine	4	PC3	PC3, A549, MCF7, VCAP
tripelennamine	4	ASC	ASC, HCC515, NPC, VCAP
zonisamide	4	FIBRNPC	MCF7, NEU, A549, FIBRNPC
alfacalcidol	3	MCF7	VCAP, PC3, MCF7
alfuzosin	3	SKB	SKB, ASC, A549
aminoglutethimide	3	PHH	PHH, PC3, A549
amisulpride	3	VCAP	VCAP, MCF7, PC3
amlexanox	3	A549	PC3, MCF7, A549
amoxicillin	3	VCAP	VCAP, PC3, MCF7
amperozide	3	PC3	HCC515, A549, PC3
anastrozole	3	A549	A549, MCF7, VCAP
ascorbic-acid	3	MCF7	MCF7, PC3, VCAP
atracurium	3	PC3	A549, VCAP, PC3
axitinib	3	A549	NPC, A549, PC3
bifonazole	3	MCF7	PC3, A549, MCF7
bisoprolol	3	HCC515	PHH, HCC515, SKB
bosentan	3	VCAP	VCAP, PC3, MCF7
buflomedil	3	PC3	PC3, VCAP, A549
cladribine	3	MCF7	MCF7, PC3, VCAP
clarithromycin	3	A549	MCF7, VCAP, A549
clofazimine	3	A549	VCAP, MCF7, A549
cyproheptadine	3	PC3	PC3, VCAP, MCF7
dapsone	3	VCAP	VCAP, PC3, MCF7
decitabine	3	NPC	NPC, NEU, FIBRNPC
desloratadine	3	A549	MCF7, A549, PC3
dimercaptosuccinic-acid	3	ASC	NPC, ASC, PHH
dolasetron	3	PC3	PC3, MCF7, A549
doxycycline	3	MCF7	MCF7, PC3, VCAP
dydrogesterone	3	A549	A549, SKB, NPC
edaravone	3	MCF7	PC3, MCF7, VCAP
efavirenz	3	A549	MCF7, PC3, A549
erythromycin	3	PC3	NPC, PC3, PHH
etoposide	3	NEU	NEU, VCAP, PC3
famotidine	3	PC3	PC3, MCF7, A549
felbamate	3	SKB	HA1E, SKB, A549
fenofibrate	3	A549	A549, NPC, MCF7
finasteride	3	HCC515	HCC515, SKB, A549
floxuridine	3	NPC	NPC, PC3, A549
flubendazole	3	PC3	VCAP, PC3, A549
fludarabine	3	A549	A549, VCAP, PHH
flutamide	3	NEU	NEU, NPC, HA1E
fosinopril	3	MCF7	VCAP, MCF7, PC3
gemcitabine	3	MCF7	MCF7, PC3, A549
griseofulvin	3	PC3	MCF7, PC3, VCAP
haloperidol	3	A375	VCAP, MCF7, A375
ibudilast	3	HCC515	HCC515, SKB, A549
isocarboxazid	3	PC3	HCC515, VCAP, PC3
isradipine	3	NPC	MCF7, NPC, PC3
lamivudine	3	PC3	A549, PC3, VCAP
lidoflazine	3	A549	A549, NPC, MCF7
linezolid	3	NPC	NPC, VCAP, NEU
liothyronine	3	MCF7	A549, HA1E, MCF7
lofexidine	3	PC3	PC3, MCF7, VCAP
lonidamine	3	NPC	NPC, HCC515, VCAP
loteprednol	3	VCAP	VCAP, A549, MCF7
mebendazole	3	A549	A549, NPC, SKB
memantine	3	A549	PC3, VCAP, A549
mercaptopurine	3	VCAP	VCAP, PC3, MCF7
methazolamide	3	VCAP	VCAP, MCF7, PC3
methimazole	3	PC3	PC3, VCAP, MCF7
miglitol	3	MCF7	MCF7, VCAP, A549
moclobemide	3	MCF7	A549, MCF7, VCAP
molsidomine	3	VCAP	SKB, HCC515, VCAP
montelukast	3	PC3	PC3, A549, VCAP
naftopidil	3	MCF7	A549, MCF7, PC3
nateglinide	3	NPC	NPC, HA1E, PHH
neratinib	3	MCF10A	HS578T, PC3, MCF10A
nicorandil	3	PC3	PC3, VCAP, MCF7
nicotine	3	A375	A375, VCAP, A549
nisoldipine	3	A549	PC3, VCAP, A549
olaparib	3	SKBR3	VCAP, SKBR3, BT20
ondansetron	3	A549	A549, PC3, HT29
oxymetazoline	3	ASC	ASC, VCAP, NPC
pancuronium	3	A549	PC3, A549, MCF7
penfluridol	3	MCF7	PC3, ASC, MCF7
perospirone	3	PC3	VCAP, PC3, A549
pilocarpine	3	PC3	PC3, VCAP, MCF7
pramipexole	3	VCAP	VCAP, A549, PC3
procyclidine	3	VCAP	PC3, MCF7, VCAP
propantheline	3	MCF7	VCAP, MCF7, PC3
propylthiouracil	3	PC3	MCF7, VCAP, PC3
pyrazinamide	3	MCF7	MCF7, PC3, VCAP
quinapril	3	NPC	NPC, VCAP, NEU
ribavirin	3	VCAP	PC3, VCAP, MCF7
rosmarinic-acid	3	PC3	PC3, SKB, HA1E
sotalol	3	A375	A375, MCF7, HT29
streptozotocin	3	VCAP	VCAP, PC3, MCF7
sulfasalazine	3	PC3	PC3, A549, VCAP
sumatriptan	3	PC3	A549, PC3, MCF7
synephrine	3	PC3	PC3, VCAP, A549
telmisartan	3	HCC515	HCC515, VCAP, NEU
terazosin	3	VCAP	VCAP, MCF7, PC3
terbutaline	3	MCF7	PC3, MCF7, VCAP
terguride	3	PHH	MCF7, PHH, NPC
tetracycline	3	PC3	VCAP, PC3, MCF7
tibolone	3	PC3	VCAP, PC3, MCF7
topotecan	3	A549	A549, NEU, VCAP
treprostinil	3	SKB	SKB, PHH, A549
varenicline	3	NEU	NEU, A549, PHH
vorinostat	3	VCAP	VCAP, MCF7, NEU
zidovudine	3	MCF7	MCF7, VCAP, PC3
ampicillin	2	MCF7	MCF7, PC3
argatroban	2	VCAP	VCAP, A549
aripiprazole	2	PC3	PC3, A549
artemether	2	VCAP	VCAP, PC3
aspirin	2	VCAP	VCAP, MCF7
balsalazide	2	VCAP	VCAP, MCF7
belinostat	2	A549	A549, VCAP
bethanechol	2	PC3	VCAP, PC3
busulfan	2	VCAP	VCAP, PC3
candesartan	2	MCF7	MCF7, PC3
capsaicin	2	MCF7	NPC, MCF7
captopril	2	VCAP	VCAP, PC3
cefazolin	2	MCF7	VCAP, MCF7
chloramphenicol	2	MCF7	MCF7, PC3
cromoglicic-acid	2	VCAP	VCAP, PC3
cyclophosphamide	2	VCAP	VCAP, PC3
dactinomycin	2	VCAP	VCAP, A549
daunorubicin	2	VCAP	A549, VCAP
didanosine	2	A549	MCF7, A549
dilazep	2	A549	A549, A375
diphenhydramine	2	A549	PC3, A549
doxazosin	2	PC3	PC3, MCF7
enalaprilat	2	A549	MCF7, A549
entacapone	2	MCF7	MCF7, PC3
eprosartan	2	MCF7	MCF7, PC3
esomeprazole	2	A549	MCF7, A549
fluocinonide	2	MCF7	MCF7, PC3
formestane	2	MCF7	MCF7, A549
ganciclovir	2	PC3	PC3, MCF7
glipizide	2	SKB	SKB, VCAP
granisetron	2	MCF7	VCAP, MCF7
idarubicin	2	PC3	PC3, A549
indinavir	2	A549	A549, PC3
ketoconazole	2	PC3	PC3, MCF7
ketoprofen	2	A549	VCAP, A549
latanoprost	2	VCAP	MCF7, VCAP
letrozole	2	A375	A375, VCAP
levetiracetam	2	PC3	PC3, MCF7
levofloxacin	2	PC3	PC3, A549
lobeline	2	MCF7	MCF7, A549
loratadine	2	MCF7	MCF7, A549
mafenide	2	VCAP	VCAP, PC3
maraviroc	2	MCF7	MCF7, HCC515
medroxyprogesterone	2	PC3	VCAP, PC3
mefloquine	2	PC3	PC3, MCF7
mesalazine	2	MCF7	MCF7, PC3
methoxsalen	2	VCAP	VCAP, A375
methylene-blue	2	NKDBA	NKDBA, HT29
metronidazole	2	A549	VCAP, A549
metyrapone	2	A549	HT29, A549
milnacipran	2	MCF7	MCF7, A549
milrinone	2	HA1E	HA1E, SKB
mupirocin	2	MCF7	MCF7, PC3
nevirapine	2	PC3	PC3, A549
niacin	2	VCAP	VCAP, PC3
ofloxacin	2	VCAP	VCAP, PC3
olopatadine	2	PC3	VCAP, PC3
ouabain	2	VCAP	VCAP, ASC
oxiconazole	2	MCF7	PC3, MCF7
oxyphenonium	2	A549	VCAP, A549
palonosetron	2	PC3	PC3, VCAP
panobinostat	2	HA1E	HA1E, VCAP
parecoxib	2	A549	A549, MCF7
pefloxacin	2	PC3	PC3, MCF7
phenylbutyrate	2	FIBRNPC	FIBRNPC, NEU
pirfenidone	2	A549	SKB, A549
pirlindole	2	PC3	PC3, VCAP
pitavastatin	2	A549	A549, VCAP
propranolol	2	A549	A549, PC3
pyrvinium-pamoate	2	VCAP	VCAP, NKDBA
quinine	2	HT29	HT29, A375
ramipril	2	HT29	HT29, A549
rifapentine	2	PC3	A549, PC3
rifaximin	2	A549	PC3, A549
ritonavir	2	MCF7	MCF7, VCAP
stiripentol	2	MCF7	VCAP, MCF7
sulfinpyrazone	2	HA1E	VCAP, HA1E
terbinafine	2	PC3	PC3, A549
thiostrepton	2	NKDBA	NKDBA, VCAP
tiagabine	2	A549	A549, MCF7
tianeptine	2	HA1E	HA1E, A375
tolazoline	2	HT29	HT29, A375
tolterodine	2	A549	A549, VCAP
topiramate	2	MCF7	MCF7, A549
torasemide	2	HT29	HT29, PC3
triclabendazole	2	A549	PC3, A549
urapidil	2	A549	A549, PC3
vidarabine	2	MCF7	PC3, MCF7
vindesine	2	MCF7	VCAP, MCF7
xylazine	2	NPC	NPC, HCC515
zileuton	2	VCAP	VCAP, MCF7
17-hydroxyprogesterone-caproate	1	VCAP	VCAP
SN-38	1	A549	A549
abiraterone	1	VCAP	VCAP
acyclovir	1	A549	A549
ataluren	1	VCAP	VCAP
auranofin	1	A549	A549
azacitidine	1	VCAP	VCAP
azithromycin	1	PC3	PC3
bimatoprost	1	MCF7	MCF7
cefotaxime	1	VCAP	VCAP
disulfiram	1	PC3	PC3
edrophonium	1	PC3	PC3
esmolol	1	VCAP	VCAP
ethotoin	1	VCAP	VCAP
fludroxycortide	1	ASC	ASC
gestrinone	1	PC3	PC3
glycopyrrolate	1	VCAP	VCAP
indapamide	1	A375	A375
itopride	1	A549	A549
lofepramine	1	A549	A549
mephenytoin	1	HA1E	HA1E
mestinon	1	VCAP	VCAP
methylprednisolone	1	PC3	PC3
niflumic-acid	1	VCAP	VCAP
olanzapine	1	PC3	PC3
olmesartan	1	MCF7	MCF7
orlistat	1	A549	A549
oxybutynin	1	PC3	PC3
phenelzine	1	PC3	PC3
phenytoin	1	MCF7	MCF7
prilocaine	1	VCAP	VCAP
quinethazone	1	HA1E	HA1E
ropivacaine	1	A549	A549
selegiline	1	PC3	PC3
temsirolimus	1	A375	A375
tizanidine	1	MCF7	MCF7
triprolidine	1	HT29	HT29
zafirlukast	1	A549	A549
