significant_drug	CMAP	LINCS	Cor	occurrence	clinical_phase	moa	target	disease_area	indication
phenoxybenzamine	0	1	2	3	Launched	adrenergic receptor antagonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C	cardiology|endocrinology	hypertension|pheochromocytoma
physostigmine	0	1	2	3	Launched	acetylcholinesterase inhibitor|cholinesterase inhibitor	ACHE|BCHE	cardiology|neurology/psychiatry|ophthalmology|gastroenterology	hypotension|Alzheimer's disease|glaucoma|gastroparesis
pimozide	0	1	2	3	Launched	dopamine receptor antagonist	CACNA1I|CALM1|DRD1|DRD2|DRD3|DRD4|DRD5|HRH1|HTR1A|HTR2A|KCNA10|KCNH2	neurology/psychiatry	Tourette's disorder
pinacidil	0	1	2	3	Launched	ATP channel activator|potassium channel activator	ABCC8|ABCC9	cardiology	hypertension
pioglitazone	0	1	2	3	Launched	insulin sensitizer|PPAR receptor agonist	PPARG|TRPM3	endocrinology	diabetes mellitus
prednisolone	0	1	2	3	Launched	glucocorticoid receptor agonist	NR3C1|NR3C2|SERPINA6	ophthalmology|dermatology|infectious disease	conjunctivitis|rosacea|punctate keratitis|shingles|iritis|cyclitis
prednisone	0	1	2	3	Launched	glucocorticoid receptor agonist	HSD11B1|NR3C1	endocrinology|rheumatology|infectious disease|dermatology|ophthalmology|hematology|gastroenterology|neurology/psychiatry	congenital adrenal hyperplasia|hypercalcemia|rheumatoid arthritis|psoriatic arthritis|ankylosing spondylitis|bursitis|osteoarthritis|epicondylitis|dermatomyositis|psoriasis|mycosis|conjunctivitis|anemia|ulcerative colitis|enteritis|multiple sclerosis|meningitis
pregnenolone	0	1	2	3	Launched	glutamate receptor modulator	SULT2B1	rheumatology	rheumatoid arthritis
probucol	0	1	2	3	Launched	atherogenesis inhibitor	ABCA1|ABCB11|CES1	cardiology	coronary artery disease (CAD)
procainamide	0	1	2	3	Launched	sodium channel blocker	DNMT1|SCN5A	cardiology	ventricular arrhythmias|ventricular tachycardia (VT)
profenamine	0	1	2	3	Launched	butyrylcholinesterase inhibitor|cholinergic receptor antagonist	CHRM1	neurology/psychiatry	Parkinson's Disease
progesterone	0	1	2	3	Launched	progesterone receptor agonist	CATSPER1|CATSPER2|CATSPER3|CATSPER4|CYP17A1|ESR1|NR3C2|OPRK1|PGR|TRPC5	obstetrics/gynecology|endocrinology	infertility|amenorrhea
proguanil	0	1	2	3	Launched	dihydrofolate reductase inhibitor	DHFR	infectious disease	malaria
protriptyline	0	1	2	3	Launched	tricyclic antidepressant	SLC6A2|SLC6A4	neurology/psychiatry	depression
proxymetacaine	0	1	2	3	Launched	sodium channel blocker	SCN10A|SCN5A	neurology/psychiatry	anesthetic
pyrimethamine	0	1	2	3	Launched	dihydrofolate reductase inhibitor	DHFR|SLC47A1	infectious disease	malaria
quetiapine	0	1	2	3	Launched	dopamine receptor antagonist|serotonin receptor antagonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD3|DRD4|DRD5|HRH1|HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR2A|HTR2C|HTR3A|HTR6|HTR7|SLC6A2	neurology/psychiatry	schizophrenia|bipolar disorder
quinidine	0	1	2	3	Launched	sodium channel blocker	KCNA5|KCNA7|KCNH1|KCNH2|KCNH5|KCNK1|KCNK6|SCN5A|SLC29A4	infectious disease|cardiology	malaria|atrial fibrillation (AF)|ventricular arrhythmias
rabeprazole	0	1	2	3	Launched	ATPase inhibitor|gastrin inhibitor	ATP4A	gastroenterology	gastroesophageal reflux disease (GERD)|duodenal ulcer disease|Zollinger-Ellison syndrome
raltitrexed	0	1	2	3	Launched	thymidylate synthase inhibitor	FPGS|TYMS	oncology	mesothelioma
reboxetine	0	1	2	3	Launched	adrenergic receptor antagonist	SLC6A2	neurology/psychiatry	depression
retinol	0	1	2	3	Launched	retinoid receptor ligand	ALDH1A1|ALDH1A2|ALDH1A3|DHRS3|DHRS4|LRAT|NR2C2|RBP1|RBP3|RDH11|RDH12|RDH13|RDH14|RDH5|RDH8|RETSAT|RHO|RLBP1|RXRA|RXRB|RXRG	dermatology	cosmetic|acne vulgaris (AV)|keratosis
rimexolone	0	1	2	3	Launched	glucocorticoid receptor agonist	NR3C1|SERPINA6	ophthalmology	anterior uveitis
rizatriptan	0	1	2	3	Launched	serotonin receptor agonist	HTR1A|HTR1B|HTR1D|HTR1E|HTR1F	neurology/psychiatry	migraine headache
ropinirole	0	1	2	3	Launched	dopamine receptor agonist	ADRA2A|ADRA2B|ADRA2C|DRD1|DRD2|DRD3|DRD4|DRD5|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C	neurology/psychiatry	Parkinson's Disease|restless leg syndrome
rutin	0	1	2	3	Launched	antioxidant|capillary stabilizing agent|nitric oxide scavenger	AKR1C3	rheumatology|otolaryngology|gastroenterology|neurology/psychiatry|allergy	joint pain|nasal congestion|constipation|irritability|allergic rhinitis
ruxolitinib	0	1	2	3	Launched	JAK inhibitor	JAK1|JAK2|JAK3|TYK2	hematologic malignancy|hematology	myelofibrosis|polycythemia vera
salmeterol	0	1	2	3	Launched	adrenergic receptor agonist	ADRB2	pulmonary	asthma|chronic obstructive pulmonary disease (COPD)|bronchospasm
saquinavir	0	1	2	3	Launched	HIV protease inhibitor	CYP3A4	infectious disease	human immunodeficiency virus (HIV-1)
sertaconazole	0	1	2	3	Launched	sterol demethylase inhibitor		infectious disease	tinea pedis
simvastatin	0	1	2	3	Launched	HMGCR inhibitor	HMGCR|ITGB2	endocrinology|cardiology|neurology/psychiatry	hypercholesterolemia|coronary heart disease|myocardial infarction|stroke|hyperlipidemia
sitagliptin	0	1	2	3	Launched	dipeptidyl peptidase inhibitor	DPP4	endocrinology	diabetes mellitus
somatostatin	0	1	2	3	Launched	somatostatin receptor agonist	OPRD1|OPRM1|SSTR1|SSTR2|SSTR3|SSTR4|SSTR5	hematology	hemorrhage
sulindac	0	1	2	3	Launched	cyclooxygenase inhibitor	AKR1B1	rheumatology	osteoarthritis|rheumatoid arthritis|ankylosing spondylitis
sunitinib	0	1	2	3	Launched	FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor	CSF1R|FGFR1|FLT1|FLT3|FLT4|KDR|KIT|PDGFRA|PDGFRB|RET	oncology	gastrointestinal stromal tumors (GIST)|renal cell carcinoma (RCC)|neuroendocrine tumors of pancreatic origin (PNET)
teniposide	0	1	2	3	Launched	topoisomerase inhibitor	TOP2A|TOP2B	hematologic malignancy	acute lymphoblastic leukemia (ALL)
tetrabenazine	0	1	2	3	Launched	vesicular monoamine transporter inhibitor	SLC18A1|SLC18A2	infectious disease|neurology/psychiatry	cholera|Huntington's disease
thalidomide	0	1	2	3	Launched	tumor necrosis factor production inhibitor	TNF	oncology	myeloma
thiocolchicoside	0	1	2	3	Launched	GABA receptor antagonist	GABRA1|GABRB2|GABRG2|GLRA1|GLRB	neurology/psychiatry	muscle relaxant
ticlopidine	0	1	2	3	Launched	purinergic receptor antagonist	P2RY12	hematology|neurology/psychiatry	thrombosis|stroke
tocainide	0	1	2	3	Launched	sodium channel blocker	SCN5A	cardiology	cardiac arrythmia
toremifene	0	1	2	3	Launched	estrogen receptor antagonist|selective estrogen receptor modulator (SERM)	ESR1	oncology	breast cancer
tranylcypromine	0	1	2	3	Launched	monoamine oxidase inhibitor	KDM1A|MAOA|MAOB	neurology/psychiatry	depression
trazodone	0	1	2	3	Launched	adrenergic receptor antagonist|serotonin receptor antagonist|serotonin reuptake inhibitor	ADRA1A|ADRA2A|HRH1|HTR1A|HTR2A|HTR2B|HTR2C|SLC6A4	neurology/psychiatry	depression
triamcinolone	0	1	2	3	Launched	glucocorticoid receptor agonist	NR3C1	dermatology	corticosteroid-responsive dermatoses
trifluoperazine	0	1	2	3	Launched	dopamine receptor antagonist	ADRA1A|CALM1|CALY|DRD2|DRD4|HRH1|HTR2A|HTR2C|S100A4|TNNC1	neurology/psychiatry	schizophrenia
triflupromazine	0	1	2	3	Launched	dopamine receptor antagonist	CHRM1|CHRM2|DRD1|DRD2|HTR2B	neurology/psychiatry|gastroenterology	psychosis|nausea|vomiting
tripelennamine	0	1	2	3	Launched	histamine receptor antagonist	HRH1	pulmonary|allergy	asthma|allergic rhinitis|urticaria
tubocurarine	0	1	2	3	Launched	acetylcholine receptor antagonist	ACHE|CHRNA2|HTR3A|HTR3B|KCNN1|KCNN2|KCNN3|ZACN	neurology/psychiatry	anesthetic
urapidil	0	1	2	3	Launched	adrenergic receptor antagonist	HTR1A	cardiology	hypertension
valproic-acid	0	1	2	3	Launched	benzodiazepine receptor agonist|HDAC inhibitor	ABAT|ACADSB|ALDH5A1|HDAC1|HDAC2|HDAC9|OGDH|SCN10A|SCN11A|SCN1A|SCN1B|SCN2A|SCN2B|SCN3A|SCN3B|SCN4A|SCN4B|SCN5A|SCN7A|SCN8A|SCN9A	neurology/psychiatry	epilepsy|seizures|seizures
valsartan	0	1	2	3	Launched	angiotensin receptor antagonist	AGTR1	cardiology	hypertension|congestive heart failure|congestive heart failure
vinblastine	0	1	2	3	Launched	microtubule inhibitor|tubulin polymerization inhibitor	JUN|TUBA1A|TUBB|TUBD1|TUBE1|TUBG1	hematologic malignancy|infectious disease|oncology	Hodgkin's lymphoma|true histiocytic lymphoma (THL)|mycosis|small lymphocytic lymphoma (SLL)|testicular carcinoma|Kaposi sarcoma
vincristine	0	1	2	3	Launched	tubulin polymerization inhibitor	TUBA4A|TUBB	hematologic malignancy	acute lymphoblastic leukemia (ALL)
vinorelbine	0	1	2	3	Launched	tubulin polymerization inhibitor	TUBA1A|TUBA1B|TUBA1C|TUBA3C|TUBA3D|TUBA3E|TUBA4A|TUBB|TUBB1|TUBB2A|TUBB2B|TUBB3|TUBB4A|TUBB4B|TUBB6|TUBB8	oncology	non-small cell lung cancer (NSCLC)
warfarin	0	1	2	3	Launched	vitamin K antagonist	VKORC1	hematology|cardiology	deep vein thrombosis (DVT)|pulmonary embolism (PE)|atrial fibrillation (AF)|myocardial infarction
zuclopenthixol	0	1	2	3	Launched	dopamine receptor antagonist	ADRA1A|ADRA2A|DRD1|DRD2|DRD5|HRH1|HTR2A	neurology/psychiatry	schizophrenia|bipolar disorder
acepromazine	0	0	2	2	Launched	dopamine receptor antagonist	ADRA1A|ADRA1B|DRD1|DRD2|HTR1A|HTR2A	neurology/psychiatry	sedative
acetyl-farnesyl-cysteine	0	1	1	2	Launched	methyltransferase inhibitor	PPARG	dermatology	acne vulgaris (AV)
alfacalcidol	0	1	1	2	Launched	vitamin D receptor agonist	CYP27B1|VDR	endocrinology	vitamin D deficiency
ambroxol	0	0	2	2	Launched	sodium channel blocker	CYP3A4	pulmonary	bronchitis
amiodarone	0	1	1	2	Launched	potassium channel blocker	ADRB1|CACNA1H|CACNA2D2|KCNA7|KCNH2	cardiology	ventricular arrhythmias
amitriptyline	0	0	2	2	Launched	norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI)	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRB1|ADRB2|ADRB3|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|HRH1|HRH2|HRH4|HTR1A|HTR1B|HTR1D|HTR2A|HTR2C|HTR6|HTR7|KCNA1|KCND2|KCND3|KCNQ2|KCNQ3|NTRK1|NTRK2|OPRD1|OPRK1|OPRM1|SIGMAR1|SLC6A2|SLC6A4	neurology/psychiatry	depression
amperozide	0	1	1	2	Launched	dopamine receptor antagonist	FAAH|HTR2A	neurology/psychiatry	psychosis
anastrozole	0	1	1	2	Launched	aromatase inhibitor	CYP19A1	oncology	breast cancer
aprepitant	0	0	2	2	Launched	tachykinin antagonist	TACR1	gastroenterology	nausea|vomiting
artemether	0	1	1	2	Launched	antimalarial agent	ATP1A1	infectious disease	malaria
ascorbic-acid	0	1	1	2	Launched	antioxidant	SLC23A1|SLC23A2	endocrinology	scurvy
auranofin	0	1	1	2	Launched	NFkB pathway inhibitor	IKBKB|PRDX5|TRPA1	rheumatology	rheumatoid arthritis
axitinib	0	1	1	2	Launched	PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor	CSF1|FLT1|FLT4|KDR|PLK4	oncology	renal cell carcinoma (RCC)
azasetron	0	0	2	2	Launched	serotonin receptor antagonist	HTR3A|HTR3B	infectious disease	genitial herpes
azathioprine	0	1	1	2	Launched	dehydrogenase inhibitor	HPRT1|IMPDH1|PPAT	transplant|rheumatology	renal homotransplantation|rheumatoid arthritis
balsalazide	0	1	1	2	Launched	cyclooxygenase inhibitor	ALOX5|PPARG|PTGS1|PTGS2	gastroenterology	ulcerative colitis
benazepril	0	0	2	2	Launched	angiotensin converting enzyme inhibitor	ACE	cardiology	hypertension
benidipine	0	1	1	2	Launched	calcium channel blocker	CACNA1C|CACNA1G	cardiology	hypertension
benzbromarone	0	1	1	2	Launched	chloride channel blocker	ABCC1	rheumatology	gout
benzydamine	0	0	2	2	Launched	prostanoid receptor antagonist		dental|otolaryngology	mouth inflammation|throat inflammation
benzylpenicillin	0	1	1	2	Launched	penicillin binding protein inhibitor		infectious disease	celluitis|meningitis|endocarditis|syphilis|pneumonia|bacterial septicemia
bepridil	0	1	1	2	Launched	calcium channel blocker	KCNQ4	cardiology	angina pectoris
betamethasone	0	1	1	2	Launched	glucocorticoid receptor agonist	NR3C1	dermatology	corticosteroid-responsive dermatoses
betaxolol	0	1	1	2	Launched	adrenergic receptor antagonist	ADRB1|ADRB2	ophthalmology	intraocular pressure|glaucoma|ocular hypertension
bezafibrate	0	0	2	2	Launched	PPAR receptor agonist	PPARA|PPARD|PPARG	cardiology	cholesterol
bicalutamide	0	0	2	2	Launched	androgen receptor antagonist	AR	oncology	prostate cancer
bisoprolol	0	1	1	2	Launched	adrenergic receptor antagonist	ADRB1	cardiology	hypertension
bosutinib	0	1	1	2	Launched	Abl kinase inhibitor|Bcr-Abl kinase inhibitor|SRC inhibitor	ABL1|BCR|CAMK1D|CAMK2G|CDK2|FRK|FYN|HCK|LYN|MAP2K1|MAP2K2|MAP3K2|MAP4K5|SRC|STK10|STK24|STK4|TNK2|TXK	hematologic malignancy	chronic myeloid leukemia (CML)
brimonidine	0	1	1	2	Launched	adrenergic receptor agonist	ADRA2A|ADRA2B|ADRA2C	ophthalmology	intraocular pressure|glaucoma|ocular hypertension
brinzolamide	0	0	2	2	Launched	carbonic anhydrase inhibitor	CA1|CA12|CA14|CA2|CA4|CA5A|CA7	ophthalmology	intraocular pressure|glaucoma|ocular hypertension
bromocriptine	0	1	1	2	Launched	dopamine receptor agonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|DRD1|DRD2|DRD3|DRD4|DRD5|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C|HTR6|HTR7	endocrinology|neurology/psychiatry	hyperprolactinemia|Parkinson's Disease|acromegaly
brompheniramine	0	0	2	2	Launched	histamine receptor antagonist	HRH1	allergy|otolaryngology	allergic rhinitis|common cold
budesonide	0	1	1	2	Launched	glucocorticoid receptor agonist	NR3C1	gastroenterology	Crohn's disease
calcipotriol	0	1	1	2	Launched	vitamin D receptor agonist	VDR	dermatology	psoriasis
capecitabine	0	1	1	2	Launched	DNA synthesis inhibitor|thymidylate synthase inhibitor	TYMS	oncology	breast cancer|colorectal cancer
carbamazepine	0	0	2	2	Launched	carboxamide antiepileptic	SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A	neurology/psychiatry	seizures
carbenoxolone	0	1	1	2	Launched	11-beta hydroxysteroid dehydrogenase inhibitor	GJA1|GJA10|GJA3|GJA4|GJA5|GJA8|GJA9|GJB1|GJB2|GJB3|GJB4|GJB5|GJB6|GJB7|GJC1|GJC2|GJC3|GJD2|GJD3|GJD4|GJE1|HSD11B1|PANX1|PANX2|PANX3	gastroenterology|dental	peptic ulcer disease (PUD)|mouth inflammation
carbinoxamine	0	0	2	2	Launched	histamine receptor antagonist	HRH1	allergy|ophthalmology|otolaryngology|dermatology	allergic rhinitis|conjunctivitis|vasomotor rhinitis|dermatographism
cefdinir	0	1	1	2	Launched	bacterial cell wall synthesis inhibitor	MPO	infectious disease|otolaryngology|pulmonary	pneumonia|tonsillitis|pharyngitis|bronchitis|skin infections|otitis|sinusitis
cetirizine	0	1	1	2	Launched	histamine receptor antagonist	HRH1	allergy	allergic rhinitis
chloroxine	0	1	1	2	Launched	opioid receptor antagonist	OPRK1	gastroenterology|infectious disease|dermatology	diarrhea|inflammatory bowel disease|giardiasis|dandruff
chlorphenamine	0	1	1	2	Launched	histamine receptor antagonist		allergy	allergic rhinitis|urticaria
chlorprothixene	0	1	1	2	Launched	dopamine receptor antagonist	CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD3|HRH1|HTR2A|HTR2B|HTR2C	neurology/psychiatry	schizophrenia|bipolar disorder
cholic-acid	0	1	1	2	Launched	bile acid	ADH1C|CES1|COX4I1|COX5A|COX5B|COX6A2|COX6B1|COX6C|COX7A1|COX7B|COX7C|COX8A|ESRRG|FABP6|FECH|GPBAR1|MT-CO1|MT-CO2|MT-CO3|PLA2G1B	gastroenterology|neurology/psychiatry|genetics	bile acid synthesis disorders|peroxisomal disorders|Zellweger syndrome
cilostazol	0	0	2	2	Launched	phosphodiesterase inhibitor	PDE3A|PDE3B	cardiology	claudication
cinacalcet	0	0	2	2	Launched	calcium channel activator	CASR	endocrinology|nephrology|oncology	hyperparathyroidism|chronic kidney disease (CKD)|parathyroid carcinoma|hypercalcemia
ciprofibrate	0	1	1	2	Launched	PPAR receptor agonist	PPARA	endocrinology	hyperlipidemia
clemastine	0	1	1	2	Launched	histamine receptor antagonist	HRH1	allergy	allergic rhinitis|urticaria
clofibric-acid	0	0	2	2	Launched	PPAR receptor agonist	PPARA	endocrinology	hyperlipidemia
clopidogrel	0	1	1	2	Launched	purinergic receptor antagonist	P2RY12	cardiology|neurology/psychiatry	myocardial infarction|stroke|peripheral artery disease (PAD)|acute coronary syndrome (ACS)
cortisone	0	0	2	2	Launched	glucocorticoid receptor agonist	NR3C1	gastroenterology|rheumatology|dermatology	ulcerative colitis|rheumatoid arthritis|psoriasis|joint inflammation|eczema
coumarin	0	0	2	2	Launched	vitamin K antagonist	CA1|CA12|CA14|CA2|CA4|CA6|CA9|CYP2A6	gastroenterology|pulmonary	ulcerative colitis|asthma|celiac disease
curcumin	0	1	1	2	Launched	cyclooxygenase inhibitor|histone acetyltransferase inhibitor|lipoxygenase inhibitor|NFkB pathway inhibitor	APP|CA1|CA12|CA14|CA2|CA4|CA6|CA9|CHRM3|CYP3A4|DNMT3B|EP300|MMP13|MMP9|NOS2|PTGS1|PTGS2|XDH		
cyclopentolate	0	0	2	2	Launched	acetylcholine receptor antagonist		ophthalmology	mydriasis|cycloplegia
cyproheptadine	0	0	2	2	Launched	histamine receptor antagonist	ADRA1A|ADRA1B|ADRA1D|CHRM1|CHRM2|CHRM3|HRH1|HTR2A|HTR2C|HTR6|HTR7	allergy|otolaryngology|ophthalmology|dermatology	allergic rhinitis|vasomotor rhinitis|conjunctivitis|urticaria|dermatographism
cytarabine	0	1	1	2	Launched	ribonucleotide reductase inhibitor	POLA1|POLB|POLD1|POLE	hematologic malignancy	acute lymphoblastic leukemia (ALL)|chronic lymphocytic leukemia (CLL)|acute myeloid leukemia (AML)|non-Hodgkin lymphoma (NHL)
dactinomycin	0	1	1	2	Launched	RNA polymerase inhibitor	POLR2A	oncology	testicular carcinoma|Wilm's tumor|rhabdomyosarcoma|Ewing's sarcoma|gestational trophoblastic disease (GTD)
dapsone	0	1	1	2	Launched	bacterial antifolate	DHFR	dermatology|infectious disease	dermatitis herpetiformis (DH)|leprosy
daunorubicin	0	1	1	2	Launched	RNA synthesis inhibitor|topoisomerase inhibitor	TOP2A|TOP2B	hematologic malignancy	acute myeloid leukemia (AML)|acute lymphoblastic leukemia (ALL)
desloratadine	0	0	2	2	Launched	histamine receptor antagonist	HRH1	allergy	allergic rhinitis|urticaria
dextromethorphan	0	0	2	2	Launched	glutamate receptor antagonist|sigma receptor agonist	CHRNA2|CHRNA3|CHRNA4|CHRNA7|CHRNB2|CHRNB4|CYBA|CYBB|GRIN3A|NCF1|NCF2|NCF4|OPRD1|OPRK1|OPRM1|PGRMC1|RAC1|RAC2|SIGMAR1|SLC6A2|SLC6A4	pulmonary	cough suppressant
dienestrol	0	1	1	2	Launched	estrogen receptor agonist	ESR1	endocrinology	menopause
diethylcarbamazine	0	1	1	2	Launched	lipoxygenase inhibitor	ALOX5|PTGS1	infectious disease	filariasis
diflunisal	0	0	2	2	Launched	prostanoid receptor antagonist	PTGS1|PTGS2	rheumatology	rheumatoid arthritis|osteoarthritis
digitoxin	0	1	1	2	Launched	ATPase inhibitor	ATP1A1|ATP1A2|ATP1A3|ATP1A4|ATP1B1|ATP1B2|ATP1B3|FXYD2	cardiology	congestive heart failure|cardiac arrythmia
dihydroergocristine	0	0	2	2	Launched	adrenergic receptor antagonist|prolactin inhibitor	ADRA1A|ADRB1|DRD1|DRD2|DRD3|DRD4|DRD5|HTR1A|HTR2A|HTR3A|HTR4|HTR5A|HTR6|HTR7	neurology/psychiatry	senile dementia|cerebrovascular insufficiency
dilazep	0	0	2	2	Launched	adenosine reuptake inhibitor	SLC29A1	cardiology	coronary heart disease
dimercaptosuccinic-acid	0	1	1	2	Launched	chelating agent	DNMT1	neurology/psychiatry	metal toxicity
diphenidol	0	1	1	2	Launched	acetylcholine receptor agonist	CHRM1|CHRM2|CHRM3|CHRM4	neurology/psychiatry	vertigo
dipyridamole	0	1	1	2	Launched	phosphodiesterase inhibitor	ADA|PDE10A|PDE1A|PDE1B|PDE1C|PDE2A|PDE3A|PDE3B|PDE4A|PDE4B|PDE4C|PDE4D|PDE5A|PDE6A|PDE6B|PDE6C|PDE6D|PDE6G|PDE6H|PDE7A|PDE7B|PDE8A|PDE8B|PDE9A|SLC29A1	cardiology	coronary artery disease (CAD)|peripheral artery disease (PAD)|hypertension
dobutamine	0	1	1	2	Launched	adrenergic receptor agonist	ADRB1|ADRB2	cardiology	congestive heart failure
dolasetron	0	1	1	2	Launched	serotonin receptor antagonist	HTR3A	gastroenterology	nausea|vomiting
donepezil	0	1	1	2	Launched	acetylcholinesterase inhibitor	ACHE	neurology/psychiatry	Alzheimer's disease
doxapram	0	1	1	2	Launched	potassium channel blocker		pulmonary|neurology/psychiatry	respiratory depression|central nervous system depression|acute hypercapnia (AHC)
doxorubicin	0	1	1	2	Launched	topoisomerase inhibitor	TOP2A	hematologic malignancy|oncology	acute lymphoblastic leukemia (ALL)|acute myeloid leukemia (AML)|Wilm's tumor|breast cancer|ovarian cancer|Hodgkin's lymphoma|bladder cancer|multiple myeloma
doxycycline	0	0	2	2	Launched	bacterial 30S ribosomal subunit inhibitor|metalloproteinase inhibitor	MMP8	dental	periodontitis
doxylamine	0	0	2	2	Launched	histamine receptor antagonist	HRH1	neurology/psychiatry	sedative
droperidol	0	1	1	2	Launched	dopamine receptor antagonist	ADRA1A|DRD2|DRD3|DRD4|HTR2A	gastroenterology	nausea|vomiting
econazole	0	0	2	2	Launched	lanosterol demethylase inhibitor|sterol demethylase inhibitor	NPY1R|NPY2R|TRPM2|TRPV5	infectious disease	tinea pedis|tinea cruris|tinea corporis|tinea versicolor|cutaneous candidiasis
enalapril	0	1	1	2	Launched	angiotensin converting enzyme inhibitor	ACE	cardiology	hypertension|congestive heart failure|left ventricular systolic dysfunction (LVSD)
entacapone	0	0	2	2	Launched	catechol O methyltransferase inhibitor	COMT	neurology/psychiatry	Parkinson's Disease
equol	0	0	2	2	Launched	estrogen receptor agonist	ESR1|ESR2		
erythromycin	0	0	2	2	Launched	NFkB pathway inhibitor	MLNR	infectious disease	listeria|respiratory tract infections|skin infections|syphilis|amebiasis|pelvic inflammatory disease|chlamydia|diphtheria|erythrasma
estradiol-cypionate	0	1	1	2	Launched	estrogen receptor agonist	ESR1	endocrinology	hypoestrogenism|menopause
estradiol-valerate	0	1	1	2	Launched	estrogen receptor agonist	ESR1	oncology|endocrinology|obstetrics/gynecology	prostate cancer|hypoestrogenism|menopause|vaginal atrophy
estrone	0	1	1	2	Launched	estrogen receptor agonist|estrogenic hormone	ESR1|ESR2	endocrinology	menopause
etacrynic-acid	0	1	1	2	Launched	sodium/potassium/chloride transporter inhibitor	ATP1A1|SLC12A1	cardiology|gastroenterology|nephrology|rheumatology	hypertension|congestive heart failure|edema|hepatic cirrhosis|chronic renal failure|nephrotic syndrome
ethinyl-estradiol	0	1	1	2	Launched	estrogen receptor agonist|estrogenic hormone	ESR1|ESR2|NR1I2	endocrinology	contraceptive
etilefrine	0	0	2	2	Launched	adrenergic receptor agonist	ADRA1A|ADRB1	neurology/psychiatry|otolaryngology|endocrinology|pulmonary	headache|nasal congestion|fever|cough suppressant|common cold
etodolac	0	1	1	2	Launched	cyclooxygenase inhibitor	PTGS2	rheumatology	osteoarthritis|rheumatoid arthritis
exemestane	0	1	1	2	Launched	aromatase inhibitor	CYP19A1	oncology	breast cancer
febuxostat	0	0	2	2	Launched	xanthine oxidase inhibitor	XDH	nephrology	hyperuricemia
felodipine	0	0	2	2	Launched	calcium channel blocker	CFTR	cardiology	hypertension
fexofenadine	0	1	1	2	Launched	histamine receptor antagonist	HRH1	allergy	allergic rhinitis|urticaria
flecainide	0	0	2	2	Launched	sodium channel blocker	KCNA5|KCNA7|SCN5A	cardiology	ventricular tachycardia (VT)|atrial fibrillation (AF)|ventricular arrhythmias
flunarizine	0	0	2	2	Launched	calcium channel blocker	CACNA1G|CACNA1H|CACNA1I|CALM1|HRH1	neurology/psychiatry|cardiology	migraine headache|vertigo|peripheral artery disease (PAD)
fluorometholone	0	0	2	2	Launched	glucocorticoid receptor agonist	NR3C1	ophthalmology	eye inflammation
formoterol	0	1	1	2	Launched	adrenergic receptor agonist	ADRB2	pulmonary	asthma|chronic obstructive pulmonary disease (COPD)|bronchospasm
forskolin	0	0	2	2	Launched	adenylyl cyclase activator	ADCY2|ADCY5|GNAS		
gabexate	0	1	1	2	Launched	serine protease inhibitor	PRSS1|TPSAB1	gastroenterology	pancreatitis
ganciclovir	0	1	1	2	Launched	DNA polymerase inhibitor		infectious disease	cytomegalovirus (CMV)
gefitinib	0	0	2	2	Launched	EGFR inhibitor	EGFR	oncology	non-small cell lung cancer (NSCLC)
gemfibrozil	0	1	1	2	Launched	lipoprotein lipase activator	LPL|PPARA|SLCO1B1|SLCO1B3|SLCO2B1	endocrinology|cardiology	hyperlipidemia|coronary heart disease
gliquidone	0	1	1	2	Launched	sulfonylurea	ABCC8|KCNJ10|KCNJ8	endocrinology	diabetes mellitus
GR-235	0	0	2	2	Launched	estrogen receptor agonist|FXR antagonist|progesterone receptor agonist	NR1H4		
granisetron	0	1	1	2	Launched	serotonin receptor antagonist	HTR3A	gastroenterology	nausea|vomiting
guanfacine	0	1	1	2	Launched	adrenergic receptor agonist	ADRA2A|ADRA2B|ADRA2C	cardiology	hypertension
halcinonide	0	1	1	2	Launched	glucocorticoid receptor agonist	NR3C1	dermatology	corticosteroid-responsive dermatoses
haloperidol	0	1	1	2	Launched	dopamine receptor antagonist	DRD1|DRD2|DRD3|DRD4|DRD5|GRIN2B|HRH1|HTR1A|HTR1D|HTR2A|HTR2B|HTR7|KCNH1	neurology/psychiatry	schizophrenia|Tourette's disorder
hexylcaine	0	1	1	2	Launched	sodium channel blocker	SCN5A	neurology/psychiatry	local anesthetic
