significant_drug	CMAP	LINCS	Cor	occurrence	clinical_phase	moa	target	disease_area	indication
naloxone	0	1	0	1	Launched	opioid receptor antagonist	CREB1|ESR1|OPRD1|OPRK1|OPRM1|TLR4	pulmonary	respiratory depression
naphazoline	0	1	0	1	Launched	adrenergic receptor agonist	ADRA1A|ADRA2A	ophthalmology	eye irritation
nateglinide	0	1	0	1	Launched	insulin secretagogue	ABCC8|KCNJ10|KCNJ11|PPARG	endocrinology	diabetes mellitus
NECA	0	1	0	1	Launched	adenosine receptor agonist	ADORA1|ADORA2A|ADORA2B|ADORA3		
nelfinavir	0	1	0	1	Launched	HIV protease inhibitor	CYP1A2|CYP2B6|CYP2C19|CYP2C9|CYP2D6|CYP3A4|CYP3A7	infectious disease	human immunodeficiency virus (HIV-1)
nemonapride	0	1	0	1	Launched	dopamine receptor antagonist	DRD2|DRD3|DRD4	neurology/psychiatry	schizophrenia
neratinib	0	1	0	1	Launched	EGFR inhibitor	EGFR|ERBB2|KDR	oncology	breast cancer
nevirapine	0	1	0	1	Launched	non-nucleoside reverse transcriptase inhibitor	CYP1A2|CYP2A6|CYP2B6|CYP2C9|CYP2D6|CYP3A4|CYP3A5	infectious disease	human immunodeficiency virus (HIV-1)
niacin	0	0	1	1	Launched	NAD precursor|vitamin B	DGAT2|HCAR1|HCAR2|HCAR3|NNMT|QPRT	endocrinology	hypertriglyceridemia
nicardipine	0	1	0	1	Launched	calcium channel blocker	ADORA3	cardiology	chronic stable angina|hypertension
nicergoline	0	1	0	1	Launched	adrenergic receptor antagonist	ADRA1A	rheumatology|neurology/psychiatry|cardiology|hematology	Raynaud's disease|migraine headache|atherosclerosis|thrombosis
niclosamide	0	1	0	1	Launched	DNA replication inhibitor|STAT inhibitor	STAT3	infectious disease	tapeworm
nicotinamide	0	1	0	1	Launched	protein synthesis stimulant	BST1|LDHA|PARP1|SIRT5	dermatology	acne vulgaris (AV)
nifedipine	0	1	0	1	Launched	calcium channel blocker	CACNA1C|CACNA1D|CACNA1F|CACNA1H|CACNA1S|CACNA2D1|CACNB2|CALM1|GLRA1|GLRA3|GLRB|KCNA1|KCNA5|NR1I2|TRPM3	cardiology	vasospastic angina|chronic stable angina
nilotinib	0	1	0	1	Launched	Abl kinase inhibitor|Bcr-Abl kinase inhibitor	ABL1|KIT	hematologic malignancy	chronic myeloid leukemia (CML)
nizatidine	0	1	0	1	Launched	histamine receptor antagonist	HRH2	gastroenterology	duodenal ulcer disease|erosive esophagitis (EE)|ulcerative esophagitis (UE)|gastroesophageal reflux disease (GERD)
norepinephrine	0	1	0	1	Launched	adrenergic receptor agonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|ADRB3|PAH|SLC18A1|SLC18A2	cardiology|allergy|neurology/psychiatry	hypertension|urticaria|headache|seasonal affective disorder
norethindrone	0	1	0	1	Launched	progesterone receptor agonist	PGR	obstetrics/gynecology	endometriosis
olanzapine	0	1	0	1	Launched	dopamine receptor antagonist|serotonin receptor antagonist	ADRA1A|ADRA1B|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|ADRB3|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD3|DRD4|DRD5|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|HRH1|HRH2|HRH4|HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR2A|HTR2B|HTR2C|HTR3A|HTR5A|HTR6|HTR7	neurology/psychiatry	schizophrenia|bipolar disorder
olaparib	0	0	1	1	Launched	PARP inhibitor	PARP1|PARP2	oncology	ovarian cancer
ondansetron	0	1	0	1	Launched	serotonin receptor antagonist	HTR3A|HTR3B	gastroenterology	nausea|vomiting
orlistat	0	1	0	1	Launched	lipase inhibitor	CNR1|DAGLA|DAGLB|FASN|LIPF|PNLIP	endocrinology	weight-loss aid
ouabain	0	1	0	1	Launched	ATPase inhibitor	ATP1A1	cardiology	hypertension|cardiac arrythmia
oxibendazole	0	1	0	1	Launched	tubulin polymerization inhibitor	TUBB|TUBB4B	infectious disease	strongyles
oxybenzone	0	1	0	1	Launched	lipase inhibitor	LIPE	dermatology	sunscreen lotion
oxybuprocaine	0	1	0	1	Launched	local anesthetic	SCN10A	neurology/psychiatry	local anesthetic
oxymetazoline	0	1	0	1	Launched	adrenergic receptor agonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|HTR1B|HTR1D|HTR2C	otolaryngology	nasal congestion
ozagrel	0	1	0	1	Launched	thromboxane synthase inhibitor	TBXAS1	neurology/psychiatry	stroke
paclitaxel	0	1	0	1	Launched	tubulin polymerization inhibitor	BCL2|MAP2|MAP4|MAPT|NR1I2|TLR4|TUBA1A|TUBA1B|TUBA1C|TUBA3C|TUBA3D|TUBA3E|TUBA4A|TUBB|TUBB1|TUBB2A|TUBB2B|TUBB3|TUBB4A|TUBB4B|TUBB6|TUBB8	oncology	ovarian cancer|breast cancer|non-small cell lung cancer (NSCLC)
palbociclib	0	1	0	1	Launched	CDK inhibitor	CDK4|CDK6	oncology	breast cancer
palmitoylethanolamide	0	1	0	1	Launched	cannabinoid receptor agonist	CNR2|GPR119|GPR55		
palonosetron	0	1	0	1	Launched	serotonin receptor antagonist	HTR3A	gastroenterology	nausea|vomiting
pancuronium	0	1	0	1	Launched	acetylcholine receptor antagonist	CHRM2|CHRM3|CHRNA1|CHRNA2	critical care|neurology/psychiatry	endotracheal intubation|muscle relaxant
pantoprazole	0	1	0	1	Launched	ATPase inhibitor	ATP4A	gastroenterology	gastroesophageal reflux disease (GERD)|erosive esophagitis (EE)|Zollinger-Ellison syndrome
papaverine	0	1	0	1	Launched	phosphodiesterase inhibitor	PDE10A|PDE4B|PDE5A	cardiology|hematology|gastroenterology	myocardial infarction|angina pectoris|pulmonary embolism (PE)|colitis|vascular spasm
parachlorophenol	0	1	0	1	Launched	antiinfective drug		infectious disease	first-aid antiseptic
pargyline	0	1	0	1	Launched	monoamine oxidase inhibitor	MAOA|MAOB	cardiology	hypertension
paroxetine	0	1	0	1	Launched	selective serotonin reuptake inhibitor (SSRI)	CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|HTR2A|SLC6A2|SLC6A4	neurology/psychiatry	depression|obsessive compulsive disorder (OCD)|generalized anxiety disorder (GAD)|panic disorders|posttraumatic stress disorder|social anxiety disorder
pefloxacin	0	1	0	1	Launched	bacterial DNA gyrase inhibitor	TOP2A	infectious disease|urology	gastrointestinal infections|urethritis|gonorrhea|urinary tract infections
penfluridol	0	1	0	1	Launched	T-type calcium channel blocker	CACNA1G	neurology/psychiatry	schizophrenia
perhexiline	0	1	0	1	Launched	carnitine palmitoyltransferase inhibitor	CPT1A	cardiology	angina pectoris
phenazopyridine	0	1	0	1	Launched	local anesthetic	SCN1A	infectious disease	urinary tract infections
phenelzine	0	1	0	1	Launched	monoamine oxidase inhibitor	ABAT|AOC3|GAD2|GPT|GPT2|MAOA|MAOB|SLC6A2|SLC6A3|SLC6A4	neurology/psychiatry	depression
phentolamine	0	1	0	1	Launched	adrenergic receptor antagonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C	endocrinology|cardiology	pheochromocytoma|hypertension
phenytoin	0	1	0	1	Launched	hydantoin antiepileptic	SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A	neurology/psychiatry	seizures
picotamide	0	1	0	1	Launched	thromboxane receptor antagonist|thromboxane synthase inhibitor	TBXA2R	hematology	thrombosis
pindolol	0	1	0	1	Launched	adrenergic receptor antagonist	ADRB1|ADRB2|HTR1A|HTR2A|HTR2B	cardiology	hypertension
pioglitazone	0	1	0	1	Launched	insulin sensitizer|PPAR receptor agonist	PPARG|TRPM3	endocrinology	diabetes mellitus
pirarubicin	0	1	0	1	Launched	topoisomerase inhibitor	TOP2A	oncology	breast cancer
pirenzepine	0	1	0	1	Launched	acetylcholine receptor antagonist	CHRM1|CHRM2|CHRM3|CHRM4|CHRM5	gastroenterology	peptic ulcer disease (PUD)
piretanide	0	1	0	1	Launched	glucocorticoid receptor agonist	SLC12A1|SLC12A2	cardiology	hypertension|edema
pirlindole	0	1	0	1	Launched	monoamine oxidase inhibitor	MAOA	neurology/psychiatry	depression
piroxicam	0	1	0	1	Launched	cyclooxygenase inhibitor	PTGS1|PTGS2	rheumatology	osteoarthritis|rheumatoid arthritis
pizotifen	0	1	0	1	Launched	serotonin receptor antagonist	HTR1A|HTR2A|HTR2C	neurology/psychiatry	migraine headache
podophyllotoxin	0	1	0	1	Launched	microtubule inhibitor|tubulin polymerization inhibitor	IGF1R|TOP2A|TUBA4A|TUBB	infectious disease	genital warts
pramipexole	0	1	0	1	Launched	dopamine receptor agonist	ADRA2A|ADRA2B|ADRA2C|DRD1|DRD2|DRD3|DRD4|DRD5|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C	neurology/psychiatry	Parkinson's Disease
prednicarbate	0	1	0	1	Launched	phospholipase activator	PLA2G1B	dermatology|ophthalmology|neurology/psychiatry	eczema|contact dermatitis|itching
prednisolone	0	1	0	1	Launched	glucocorticoid receptor agonist	NR3C1|NR3C2|SERPINA6	ophthalmology|dermatology|infectious disease	conjunctivitis|rosacea|punctate keratitis|shingles|iritis|cyclitis
primaquine	0	1	0	1	Launched	antimalarial agent|DNA inhibitor		infectious disease	malaria
primidone	0	1	0	1	Launched	GABA receptor antagonist	CHRNA4|CHRNA7|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|GRIA2|GRIK2|SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A	neurology/psychiatry	seizures
probenecid	0	1	0	1	Launched	uricosuric blocker	PANX1|SLC22A11|SLC22A6|SLC22A8|SLCO1C1	nephrology|rheumatology	hyperuricemia|gout
procainamide	0	1	0	1	Launched	sodium channel blocker	DNMT1|SCN5A	cardiology	ventricular arrhythmias|ventricular tachycardia (VT)
prochlorperazine	0	1	0	1	Launched	dopamine receptor antagonist	DRD1|DRD2|DRD3|DRD4	gastroenterology	nausea|vomiting
profenamine	0	1	0	1	Launched	butyrylcholinesterase inhibitor|cholinergic receptor antagonist	CHRM1	neurology/psychiatry	Parkinson's Disease
progesterone	0	1	0	1	Launched	progesterone receptor agonist	CATSPER1|CATSPER2|CATSPER3|CATSPER4|CYP17A1|ESR1|NR3C2|OPRK1|PGR|TRPC5	obstetrics/gynecology|endocrinology	infertility|amenorrhea
proguanil	0	1	0	1	Launched	dihydrofolate reductase inhibitor	DHFR	infectious disease	malaria
promazine	0	1	0	1	Launched	dopamine receptor antagonist	ADRA1A|ADRA1B|ADRA1D|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD3|DRD4|HRH1|HTR2A|HTR2C	neurology/psychiatry	schizophrenia
propafenone	0	1	0	1	Launched	antiarrhythmic	ADRB1|ADRB2|KCNA5|KCNH2	cardiology	atrial fibrillation (AF)|ventricular tachycardia (VT)|ventricular arrhythmias
propentofylline	0	1	0	1	Launched	adenosine reuptake inhibitor|phosphodiesterase inhibitor	PDE1A	neurology/psychiatry	stroke
propofol	0	1	0	1	Launched	benzodiazepine receptor agonist	FAAH|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|SCN2A|SCN4A	neurology/psychiatry	anesthetic
propylthiouracil	0	1	0	1	Launched	thyroid peroxidase inhibitor	DIO1|TPO	endocrinology	hyperthyroidism|Grave's disease|goiter
protriptyline	0	1	0	1	Launched	tricyclic antidepressant	SLC6A2|SLC6A4	neurology/psychiatry	depression
proxymetacaine	0	1	0	1	Launched	sodium channel blocker	SCN10A|SCN5A	neurology/psychiatry	anesthetic
pyrvinium-pamoate	0	1	0	1	Launched	androgen receptor antagonist	AR	infectious disease	pinworm
quercetin	0	1	0	1	Launched	polar auxin transport inhibitor	ATP5A1|ATP5B|ATP5C1|HCK|HIBCH|PIK3CG|PIM1|STK17B|UGT3A1	neurology/psychiatry|allergy	fatigue|allergic rhinitis|drowsiness
quinapril	0	1	0	1	Launched	angiotensin converting enzyme inhibitor	ACE	cardiology	hypertension|congestive heart failure|angioedema
racecadotril	0	1	0	1	Launched	enkephalinase inhibitor	MME	gastroenterology	diarrhea
raclopride	0	1	0	1	Launched	dopamine receptor antagonist	DRD2|DRD3|HTR1A		
ramipril	0	1	0	1	Launched	angiotensin converting enzyme inhibitor	ACE	cardiology	hypertension
ranitidine	0	1	0	1	Launched	histamine receptor antagonist	HRH2	gastroenterology	heartburn
ranolazine	0	1	0	1	Launched	sodium channel blocker	SCN10A|SCN9A	cardiology	chronic stable angina
reboxetine	0	1	0	1	Launched	adrenergic receptor antagonist	SLC6A2	neurology/psychiatry	depression
resorcinol	0	1	0	1	Launched	phosphodiesterase inhibitor	CA12|CA14|CA2|PTGS1	dermatology	acne vulgaris (AV)|eczema|psoriasis|seborrheic dermatitis
ribavirin	0	1	0	1	Launched	antiviral	ADK|ENPP1|IMPDH1|IMPDH2|NT5C2	infectious disease	hepatitis C
riboflavin	0	1	0	1	Launched	vitamin B	BLVRB|RFK	gastroenterology	jaundice
rifabutin	0	1	0	1	Launched	protein synthesis inhibitor		infectious disease	human immunodeficiency virus (HIV-1)
rilmenidine	0	1	0	1	Launched	adrenergic receptor agonist|imidazoline receptor agonist	ADRA2A	cardiology	hypertension
riluzole	0	1	0	1	Launched	glutamate inhibitor	KCNK10|KCNK2|KCNK4|KCNN4|SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A|SLC7A11	neurology/psychiatry	amyotrophic lateral sclerosis (ALS)
ritonavir	0	1	0	1	Launched	HIV protease inhibitor	CYP1A2|CYP2B6|CYP2C19|CYP2C8|CYP2C9|CYP2D6|CYP2E1|CYP3A4|CYP3A5|CYP3A7	infectious disease	human immunodeficiency virus (HIV-1)
rizatriptan	0	1	0	1	Launched	serotonin receptor agonist	HTR1A|HTR1B|HTR1D|HTR1E|HTR1F	neurology/psychiatry	migraine headache
ropinirole	0	1	0	1	Launched	dopamine receptor agonist	ADRA2A|ADRA2B|ADRA2C|DRD1|DRD2|DRD3|DRD4|DRD5|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C	neurology/psychiatry	Parkinson's Disease|restless leg syndrome
rosmarinic-acid	0	1	0	1	Launched	GABA transaminase inhibitor	MCL1|TYR		
rosuvastatin	0	1	0	1	Launched	HMGCR inhibitor	HMGCR	endocrinology|cardiology	hyperlipidemia|dyslipidemia|hypertriglyceridemia|hypercholesterolemia|atherosclerosis
rutin	0	1	0	1	Launched	antioxidant|capillary stabilizing agent|nitric oxide scavenger	AKR1C3	rheumatology|otolaryngology|gastroenterology|neurology/psychiatry|allergy	joint pain|nasal congestion|constipation|irritability|allergic rhinitis
salmeterol	0	1	0	1	Launched	adrenergic receptor agonist	ADRB2	pulmonary	asthma|chronic obstructive pulmonary disease (COPD)|bronchospasm
saquinavir	0	1	0	1	Launched	HIV protease inhibitor	CYP3A4	infectious disease	human immunodeficiency virus (HIV-1)
scopolamine	0	1	0	1	Launched	acetylcholine receptor antagonist	CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|SI	neurology/psychiatry|gastroenterology	motion sickness|vomiting|nausea
sertaconazole	0	1	0	1	Launched	sterol demethylase inhibitor		infectious disease	tinea pedis
sertraline	0	1	0	1	Launched	selective serotonin reuptake inhibitor (SSRI)	SLC6A3|SLC6A4	neurology/psychiatry|obstetrics/gynecology	depression|obsessive compulsive disorder (OCD)|panic disorders|posttraumatic stress disorder|premenstrual syndrome|social anxiety disorder
sitagliptin	0	1	0	1	Launched	dipeptidyl peptidase inhibitor	DPP4	endocrinology	diabetes mellitus
SN-38	0	1	0	1	Launched	topoisomerase inhibitor	TOP 1.00	oncology	colorectal cancer
somatostatin	0	1	0	1	Launched	somatostatin receptor agonist	OPRD1|OPRM1|SSTR1|SSTR2|SSTR3|SSTR4|SSTR5	hematology	hemorrhage
sotalol	0	1	0	1	Launched	adrenergic receptor antagonist	ADRB1|ADRB2|KCNH2	cardiology	atrial fibrillation (AF)|ventricular arrhythmias
spiperone	0	1	0	1	Launched	dopamine receptor antagonist	ADRA1A|ADRA1B|ADRA1D|DRD1|DRD2|DRD3|DRD4|DRD5|HTR1A|HTR1D|HTR2A|HTR2B|HTR2C|HTR6|HTR7	neurology/psychiatry	schizophrenia
spironolactone	0	1	0	1	Launched	mineralocorticoid receptor antagonist	AR|CACNA1A|CACNA1B|CACNA1C|CACNA1D|CACNA1F|CACNA1G|CACNA1H|CACNA1I|CACNA1S|CACNA2D1|CACNA2D2|CACNA2D3|CACNB1|CACNB2|CACNB3|CACNB4|CACNG1|CYP11B2|NR3C1|NR3C2|PGR|SHBG	endocrinology|cardiology|gastroenterology|rheumatology	hyperaldosteronism|congestive heart failure|hepatic cirrhosis|nephrotic syndrome|hypertension|hypokalemia
stiripentol	0	1	0	1	Launched	GABA uptake inhibitor	GABRA3	neurology/psychiatry	epilepsy
sulfinpyrazone	0	1	0	1	Launched	uricosuric blocker	ABCC1|FPR1|SLC22A12	rheumatology	gout
sulindac	0	1	0	1	Launched	cyclooxygenase inhibitor	AKR1B1	rheumatology	osteoarthritis|rheumatoid arthritis|ankylosing spondylitis
sulpiride	0	1	0	1	Launched	dopamine receptor antagonist		neurology/psychiatry	schizophrenia
synephrine	0	1	0	1	Launched	adrenergic receptor agonist	ADRA1A	otolaryngology	sinusitis
tacrine	0	1	0	1	Launched	acetylcholinesterase inhibitor	ACHE|BCHE	neurology/psychiatry	Alzheimer's disease
tadalafil	0	1	0	1	Launched	phosphodiesterase inhibitor	PDE11A|PDE5A	urology	erectile dysfunction
talniflumate	0	1	0	1	Launched	cyclooxygenase inhibitor	CLCA1	neurology/psychiatry	pain relief
tamoxifen	0	1	0	1	Launched	estrogen receptor antagonist|selective estrogen receptor modulator (SERM)	EBP|ESR1|ESR2|GPER1|PRKCA|PRKCB|PRKCD|PRKCE|PRKCG|PRKCI|PRKCQ|PRKCZ	oncology	breast cancer
teniposide	0	1	0	1	Launched	topoisomerase inhibitor	TOP2A|TOP2B	hematologic malignancy	acute lymphoblastic leukemia (ALL)
terbinafine	0	0	1	1	Launched	fungal squalene epoxidase inhibitor	SQLE	infectious disease	tinea pedis|tinea cruris|tinea corporis
terguride	0	1	0	1	Launched	dopamine receptor agonist|serotonin receptor antagonist	ADRA1A|ADRA2A|ADRA2B|ADRA2C|DRD2|DRD3|DRD4|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C	neurology/psychiatry	Parkinson's Disease
tetrabenazine	0	1	0	1	Launched	vesicular monoamine transporter inhibitor	SLC18A1|SLC18A2	infectious disease|neurology/psychiatry	cholera|Huntington's disease
thalidomide	0	1	0	1	Launched	tumor necrosis factor production inhibitor	TNF	oncology	myeloma
thioproperazine	0	1	0	1	Launched	dopamine receptor antagonist	ADRA1A|ADRA1B|DRD1|DRD2|HTR1A|HTR2A	neurology/psychiatry	schizophrenia
thiostrepton	0	1	0	1	Launched	FOXM1 inhibitor|protein synthesis inhibitor	FOXM1	obstetrics/gynecology	mastitis
thiotepa	0	1	0	1	Launched	cytochrome P450 inhibitor	CYP2B6|CYP3A4	oncology	breast cancer|ovarian cancer|bladder cancer
thiothixene	0	1	0	1	Launched	dopamine receptor antagonist	DRD1|DRD2|HRH1|HTR2A	neurology/psychiatry	schizophrenia
tiagabine	0	1	0	1	Launched	GABA uptake inhibitor	SLC6A1	neurology/psychiatry	seizures
tianeptine	0	1	0	1	Launched	selective serotonin reuptake enhancer (SSRE)	OPRD1|OPRK1|OPRM1	neurology/psychiatry|pulmonary|gastroenterology	depression|asthma|irritable bowel syndrome
timolol	0	1	0	1	Launched	adrenergic receptor antagonist	ADRB1|ADRB2	ophthalmology	ocular hypertension|glaucoma
tivozanib	0	0	1	1	Launched	VEGFR inhibitor	FLT1|FLT4|KDR|KIT|PDGFRA|PDGFRB	oncology	renal cell carcinoma (RCC)
tocainide	0	1	0	1	Launched	sodium channel blocker	SCN5A	cardiology	cardiac arrythmia
tofacitinib	0	1	0	1	Launched	JAK inhibitor	JAK1|JAK2|JAK3	rheumatology	rheumatoid arthritis
tolazamide	0	1	0	1	Launched	ATP channel blocker	ABCC8|KCNJ1|KCNJ10|KCNJ11	endocrinology	diabetes mellitus
topotecan	0	1	0	1	Launched	topoisomerase inhibitor	TOP1|TOP1MT	oncology	small cell lung cancer|cervical cancer
toremifene	0	1	0	1	Launched	estrogen receptor antagonist|selective estrogen receptor modulator (SERM)	ESR1	oncology	breast cancer
tranilast	0	1	0	1	Launched	angiogenesis inhibitor	HPGDS|HRH1	pulmonary	asthma
tranylcypromine	0	1	0	1	Launched	monoamine oxidase inhibitor	KDM1A|MAOA|MAOB	neurology/psychiatry	depression
trazodone	0	1	0	1	Launched	adrenergic receptor antagonist|serotonin receptor antagonist|serotonin reuptake inhibitor	ADRA1A|ADRA2A|HRH1|HTR1A|HTR2A|HTR2B|HTR2C|SLC6A4	neurology/psychiatry	depression
tretinoin	0	1	0	1	Launched	retinoid receptor agonist|retinoid receptor ligand	ALDH1A1|ALDH1A2|GPRC5A|NR0B1|NR2C2|PPARD|RARA|RARB|RARG|RARRES1|RORB|RORC|RXRB|RXRG	hematologic malignancy	acute promyelocytic leukemia (APL)
triamcinolone	0	1	0	1	Launched	glucocorticoid receptor agonist	NR3C1	dermatology	corticosteroid-responsive dermatoses
triclabendazole	0	1	0	1	Launched	microtubule inhibitor	DNMT1	infectious disease	tapeworm
trifluoperazine	0	1	0	1	Launched	dopamine receptor antagonist	ADRA1A|CALM1|CALY|DRD2|DRD4|HRH1|HTR2A|HTR2C|S100A4|TNNC1	neurology/psychiatry	schizophrenia
triflupromazine	0	1	0	1	Launched	dopamine receptor antagonist	CHRM1|CHRM2|DRD1|DRD2|HTR2B	neurology/psychiatry|gastroenterology	psychosis|nausea|vomiting
trimipramine	0	1	0	1	Launched	norepinephrine reputake inhibitor|tricyclic antidepressant	SLC6A2|SLC6A3|SLC6A4	neurology/psychiatry	depression
tripelennamine	0	1	0	1	Launched	histamine receptor antagonist	HRH1	pulmonary|allergy	asthma|allergic rhinitis|urticaria
triprolidine	0	1	0	1	Launched	histamine receptor antagonist	HRH1	allergy	allergic rhinitis
tropicamide	0	1	0	1	Launched	acetylcholine receptor antagonist	CHRM3|CHRM4	ophthalmology	mydriasis diagnostic|cycloplegia diagnostic
tubocurarine	0	1	0	1	Launched	acetylcholine receptor antagonist	ACHE|CHRNA2|HTR3A|HTR3B|KCNN1|KCNN2|KCNN3|ZACN	neurology/psychiatry	anesthetic
ubenimex	0	1	0	1	Launched	leukotriene synthesis inhibitor	LTA4H|RNPEP	hematologic malignancy	acute myeloid leukemia (AML)
urapidil	0	1	0	1	Launched	adrenergic receptor antagonist	HTR1A	cardiology	hypertension
vecuronium	0	1	0	1	Launched	acetylcholine receptor antagonist	CHRNA2	neurology/psychiatry	muscle relaxant
venlafaxine	0	0	1	1	Launched	adrenergic inhibitor|norepinephrine reuptake inhibitor|serotonin–norepinephrine reuptake inhibitor (SNRI)	SLC6A2|SLC6A4	neurology/psychiatry	depression|generalized anxiety disorder (GAD)|panic disorders|social anxiety disorder
vidarabine	0	1	0	1	Launched	antiviral	ADA	infectious disease	virus herpes simplex (HSV)|varicella-zoster virus (VZV)
vinblastine	0	1	0	1	Launched	microtubule inhibitor|tubulin polymerization inhibitor	JUN|TUBA1A|TUBB|TUBD1|TUBE1|TUBG1	hematologic malignancy|infectious disease|oncology	Hodgkin's lymphoma|true histiocytic lymphoma (THL)|mycosis|small lymphocytic lymphoma (SLL)|testicular carcinoma|Kaposi sarcoma
vindesine	0	1	0	1	Launched	tubulin polymerization inhibitor	TUBB|TUBB1	oncology	breast cancer|non-small cell lung cancer (NSCLC)|melanoma
vinorelbine	0	1	0	1	Launched	tubulin polymerization inhibitor	TUBA1A|TUBA1B|TUBA1C|TUBA3C|TUBA3D|TUBA3E|TUBA4A|TUBB|TUBB1|TUBB2A|TUBB2B|TUBB3|TUBB4A|TUBB4B|TUBB6|TUBB8	oncology	non-small cell lung cancer (NSCLC)
warfarin	0	1	0	1	Launched	vitamin K antagonist	VKORC1	hematology|cardiology	deep vein thrombosis (DVT)|pulmonary embolism (PE)|atrial fibrillation (AF)|myocardial infarction
yohimbine	0	0	1	1	Launched	adrenergic receptor antagonist	ADRA2A|ADRA2B|ADRA2C|DRD2|DRD3|HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR2A|HTR2B|HTR2C|HTR5A|HTR7|KCNJ1|KCNJ10|KCNJ11|KCNJ12|KCNJ14|KCNJ15|KCNJ8	cardiology	cardiac arrythmia|bradycardia
zidovudine	0	1	0	1	Launched	nucleoside reverse transcriptase inhibitor	TERT	infectious disease	human immunodeficiency virus (HIV-1)|acquired immunodeficiency syndrome (AIDS)
zolmitriptan	0	1	0	1	Launched	serotonin receptor agonist	HTR1A|HTR1B|HTR1D|HTR1E|HTR1F	neurology/psychiatry	migraine headache
